id,blh
ABZ-2013-12-29,694.89091
ABZ-2013-12-30,282.53096325
ABZ-2013-12-31,125.416002625
ABZ-2014-01-01,206.90156375
ABZ-2014-01-02,230.35224
ABZ-2014-01-03,477.68470875
ABZ-2014-01-04,462.8370325
ABZ-2014-01-05,334.30416875000003
ABZ-2014-01-06,354.75153875
ABZ-2014-01-07,434.005555
ABZ-2014-01-08,670.13188125
ABZ-2014-01-09,641.768375
ABZ-2014-01-10,1061.00212
ABZ-2014-01-11,561.01765375
ABZ-2014-01-12,615.2574549999999
ABZ-2014-01-13,189.71320937500002
ABZ-2014-01-14,70.60702275
ABZ-2014-01-15,372.01323375
ABZ-2014-01-16,196.34122737500002
ABZ-2014-01-17,205.83605925
ABZ-2014-01-18,172.990585
ABZ-2014-01-19,243.29946
ABZ-2014-01-20,169.50953
ABZ-2014-01-21,256.98502
ABZ-2014-01-22,207.75466875
ABZ-2014-01-23,201.70644125
ABZ-2014-01-24,180.55679375
ABZ-2014-01-25,234.18189325
ABZ-2014-01-26,172.63859175
ABZ-2014-01-27,354.2606725
ABZ-2014-01-28,110.042982
ABZ-2014-01-29,380.510468625
ABZ-2014-01-30,318.3918475
ABZ-2014-01-31,141.79658825
ABZ-2014-02-01,137.76828
ABZ-2014-02-02,117.77006125
ABZ-2014-02-03,258.88172425
ABZ-2014-02-04,145.754126875
ABZ-2014-02-05,138.9006875
ABZ-2014-02-06,499.9894375
ABZ-2014-02-07,603.278829375
ABZ-2014-02-08,497.42738875
ABZ-2014-02-09,842.7086625000001
ABZ-2014-02-10,341.27070775
