id,nh3,crwc,c10h16
ASP-2005-01-19,1.4685964e-10,2.5509817e-07,1.5163308e-10
ASP-2005-01-20,1.1745267e-10,9.383425e-08,3.2640755e-11
ASP-2005-01-21,5.840951e-11,0.0,2.627857e-11
ASP-2005-01-22,4.429406e-11,0.0,2.5591192e-11
ASP-2005-01-23,6.606424e-11,0.0,3.061068e-11
ASP-2005-01-24,4.0011886e-11,0.0,2.3823265e-11
ASP-2005-01-25,3.6697374e-11,0.0,2.8161863e-11
ASP-2005-01-26,1.6600807e-10,0.0,5.5550137e-11
ASP-2005-01-27,9.43319e-11,0.0,6.9892404e-11
ASP-2005-01-28,2.8956039e-11,0.0,2.5043285e-11
ASP-2005-01-29,6.338725e-11,0.0,2.3782675e-11
ASP-2005-01-30,2.5012267e-10,2.5106687e-08,5.236353e-11
ASP-2005-01-31,1.7638663e-10,0.0,2.4208656e-11
ASP-2005-02-01,8.0508475e-11,0.0,3.299696e-11
ASP-2005-02-02,9.814701e-11,5.8667524e-09,5.112862e-11
ASP-2005-02-03,1.2176292e-10,3.7334758e-09,1.3546246e-10
ASP-2005-02-04,1.8398258e-10,4.6536135e-07,3.5178853e-11
ASP-2005-02-05,3.2902261e-10,1.5285561e-06,4.4109036e-11
ASP-2005-02-06,3.2058178e-10,6.700966e-08,4.553401e-11
ASP-2005-02-07,1.441188e-10,0.0,4.623895e-11
ASP-2005-02-08,9.500013e-11,0.0,3.669729e-11
ASP-2005-02-09,2.5169716e-10,0.0,3.8564537e-11
ASP-2005-02-10,2.974913e-10,7.6035603e-06,2.8740278e-11
ASP-2005-02-11,3.7981643e-10,0.0,2.5242943e-11
ASP-2005-02-12,4.2204684e-10,0.0,3.2759934e-11
ASP-2005-02-13,1.6514594e-10,0.0,1.3812937e-11
ASP-2005-02-14,9.643976e-11,0.0,1.760725e-11
ASP-2005-02-15,3.9478722e-11,0.0,1.6878195e-11
ASP-2005-02-16,5.8039268e-11,0.0,2.6185193e-11
ASP-2005-02-17,2.1218419e-10,0.0,1.4411772e-10
ASP-2005-02-18,4.8601895e-10,8.818017e-08,3.936365e-11
ASP-2005-02-19,3.5529524e-10,4.9878565e-07,5.1704623e-11
ASP-2005-02-20,2.5914937e-10,2.498869e-07,2.0275921e-10
ASP-2005-02-21,1.7389937e-10,5.3842086e-08,8.552718e-11
ASP-2005-02-22,4.7846276e-11,0.0,1.5455146e-11
ASP-2005-02-23,3.9003762e-11,0.0,1.3162948e-11
ASP-2005-02-24,5.9522144e-11,0.0,2.2455274e-11
ASP-2005-02-25,1.3604215e-10,0.0,8.7408566e-11
ASP-2005-02-26,8.5524726e-11,0.0,1.8654833e-11
ASP-2005-02-27,9.476568e-11,0.0,1.39894485e-11
ASP-2005-02-28,1.6732529e-10,0.0,4.3203406e-11
ASP-2005-03-01,1.1851119e-10,0.0,3.2116386e-11
ASP-2005-03-02,2.5654048e-10,0.0,1.8321229e-10
ASP-2005-03-03,3.8888343e-10,0.0,8.747584e-11
ASP-2005-03-04,6.4289063e-10,0.0,2.1339151e-11
ASP-2005-03-05,3.3629136e-10,0.0,9.60292e-11
ASP-2005-03-06,1.8372803e-10,0.0,5.886885e-11
ASP-2005-03-07,1.9943835e-10,3.66594e-08,1.16187754e-10
ASP-2005-03-08,1.1815937e-10,0.0,9.17892e-12
ASP-2005-03-09,1.6188292e-10,0.0,1.6735596e-11
ASP-2005-03-10,4.5447454e-10,0.0,4.1807897e-11
ASP-2005-03-11,7.8997864e-10,1.4806754e-07,1.3541435e-11
ASP-2005-03-12,7.4121716e-11,0.0,5.5137474e-12
ASP-2005-03-13,1.7665255e-10,0.0,2.4018698e-11
ASP-2005-03-14,3.4119474e-10,0.0,5.5089974e-11
ASP-2005-03-15,1.6807343e-10,0.0,1.8143084e-11
ASP-2005-03-16,1.0040018e-09,1.4637067e-08,1.5179793e-11
ASP-2005-03-17,5.291394e-10,8.89408e-06,2.828943e-11
ASP-2005-03-18,8.987159e-11,0.0,8.5123705e-12
ASP-2005-03-19,1.6092123e-10,0.0,1.6004064e-11
ASP-2005-03-20,2.2604882e-10,0.0,3.9188118e-11
ASP-2005-03-21,4.2452725e-10,0.0,1.2520289e-10
ASP-2005-03-22,6.385901e-10,0.0,5.8919085e-11
ASP-2005-03-23,6.0729877e-10,0.0,7.238422e-11
ASP-2005-03-24,1.0208732e-09,1.0310487e-08,5.262246e-11
ASP-2005-03-25,4.5155185e-10,3.914819e-08,1.15127824e-10
ASP-2005-03-26,2.1320111e-10,0.0,9.385496e-11
ASP-2005-03-27,1.8475217e-10,0.0,1.00382605e-10
ASP-2005-03-28,2.7634323e-10,8.62829e-08,7.3173234e-10
ASP-2005-03-29,4.1530443e-10,0.0,1.6772111e-10
ASP-2005-03-30,1.8028068e-10,0.0,7.483284e-11
ASP-2005-03-31,3.7818224e-10,0.0,2.1491064e-10
ASP-2005-04-01,5.088199e-10,0.0,1.505427e-10
ASP-2005-04-02,1.0283174e-09,0.0,4.7597717e-11
ASP-2005-04-03,1.0461856e-09,0.0,9.103994e-11
ASP-2005-04-04,8.3835955e-10,0.0,8.5204996e-11
ASP-2005-04-05,1.0445798e-09,0.0,3.6898356e-11
ASP-2005-04-06,6.5140787e-10,5.660997e-09,3.981762e-11
ASP-2005-04-07,7.5620094e-10,2.84149e-06,4.2983346e-11
ASP-2005-04-08,8.559253e-10,8.495481e-07,4.6300422e-11
ASP-2005-04-09,3.9349232e-10,3.0717433e-07,2.1562038e-10
ASP-2005-04-10,7.0778383e-10,0.0,7.6284506e-11
ASP-2005-04-11,6.7755807e-10,1.1440905e-07,3.5364385e-11
ASP-2005-04-12,8.7575325e-10,0.0,4.1474664e-11
ASP-2005-04-13,6.5047695e-10,0.0,1.1689531e-10
ASP-2005-04-14,4.8396154e-10,8.499813e-06,2.8600028e-10
ASP-2005-04-15,2.8316208e-10,2.3516027e-06,2.0915382e-10
ASP-2005-04-16,1.3506414e-10,1.3853963e-07,8.999937e-11
ASP-2005-04-17,1.50149e-10,0.0,6.5974504e-11
ASP-2005-04-18,1.24749e-10,0.0,6.551105e-11
ASP-2005-04-19,9.650294e-11,2.7586209e-08,6.953017e-11
ASP-2005-04-20,1.1251619e-10,0.0,1.3928002e-10
ASP-2005-04-21,2.2360148e-10,4.707823e-07,1.8363769e-10
ASP-2005-04-22,1.2411085e-10,4.094636e-08,1.9863461e-10
ASP-2005-04-23,3.1441968e-10,0.0,7.224869e-10
ASP-2005-04-24,4.2618636e-10,0.0,2.4131674e-10
ASP-2005-04-25,2.4555463e-10,0.0,2.380094e-10
ASP-2005-04-26,2.7817865e-10,0.0,4.4713558e-10
ASP-2005-04-27,1.9748926e-10,0.0,3.103388e-10
ASP-2005-04-28,1.3413198e-10,2.2911877e-09,3.773094e-10
ASP-2005-04-29,2.6581698e-10,0.0,4.839025e-10
ASP-2005-04-30,2.7506133e-10,0.0,3.5375647e-10
ASP-2005-05-01,3.7173475e-10,3.2355238e-09,4.7783033e-10
ASP-2005-05-02,6.0240335e-10,2.2910172e-09,2.772436e-10
ASP-2005-05-03,4.3579299e-10,1.3916862e-05,2.8266017e-10
ASP-2005-05-04,2.8730146e-10,1.0099283e-06,4.421135e-10
ASP-2005-05-05,1.6766055e-10,6.614332e-07,3.303638e-10
ASP-2005-05-06,3.4133968e-10,9.875313e-07,3.315851e-10
ASP-2005-05-07,3.7675435e-10,4.1741e-07,3.397549e-10
ASP-2005-05-08,4.680561e-10,0.0,3.3062675e-10
ASP-2005-05-09,3.623799e-10,1.088328e-07,5.6813265e-10
ASP-2005-05-10,1.0637631e-10,6.3008585e-08,3.3753814e-10
ASP-2005-05-11,1.8172566e-10,1.5982732e-07,3.722601e-10
ASP-2005-05-12,2.855011e-10,2.2912445e-09,4.5061171e-10
ASP-2005-05-13,4.185085e-10,4.5823754e-09,3.6714726e-10
ASP-2005-05-14,2.8130964e-10,0.0,6.855894e-10
ASP-2005-05-15,5.711565e-10,0.0,2.2610887e-10
ASP-2005-05-16,3.9796483e-10,3.091417e-07,3.665936e-10
ASP-2005-05-17,3.0435723e-10,6.003371e-08,2.1636995e-10
ASP-2005-05-18,2.3633204e-10,1.6177392e-08,3.4653672e-10
ASP-2005-05-19,3.7399003e-10,1.9361163e-08,1.8595017e-10
ASP-2005-05-20,3.8088505e-10,0.0,4.2578535e-10
ASP-2005-05-21,5.579293e-10,4.6755304e-08,1.5758597e-10
ASP-2005-05-22,3.258522e-10,5.4823244e-07,5.184404e-10
ASP-2005-05-23,1.6115347e-10,1.0478944e-06,5.411228e-10
ASP-2005-05-24,3.5385223e-10,1.0569087e-05,3.5476685e-10
ASP-2005-05-25,5.1967386e-10,5.6717454e-08,2.8719976e-10
ASP-2005-05-26,4.532701e-10,4.671956e-07,2.512263e-10
ASP-2005-05-27,5.2697663e-10,0.0,1.6786936e-10
ASP-2005-05-28,3.5757297e-10,6.9840434e-07,2.7288966e-10
ASP-2005-05-29,4.2097725e-10,3.2839313e-07,2.129385e-10
ASP-2005-05-30,3.2870298e-10,4.945658e-07,3.2691677e-10
ASP-2005-05-31,1.0323427e-10,1.2254692e-05,2.2739773e-10
ASP-2005-06-01,9.351188e-11,1.8439056e-07,2.2839078e-10
ASP-2005-06-02,2.3125209e-10,1.442882e-06,6.4176225e-10
ASP-2005-06-03,2.8438052e-10,1.1247713e-06,5.3884647e-10
ASP-2005-06-04,4.674979e-10,1.46649745e-05,2.7266747e-10
ASP-2005-06-05,3.6502457e-10,1.1012785e-06,2.2749169e-10
ASP-2005-06-06,1.3211769e-10,2.3381338e-06,5.1662236e-10
ASP-2005-06-07,6.6546026e-11,4.0017962e-06,3.042897e-10
ASP-2005-06-08,1.2902468e-10,0.0,4.2084425e-10
ASP-2005-06-09,2.278612e-10,0.0,5.6313854e-10
ASP-2005-06-10,3.2901704e-10,7.996342e-06,5.366062e-10
ASP-2005-06-11,4.6247642e-10,3.1126756e-06,3.2835135e-10
ASP-2005-06-12,3.827726e-10,4.856031e-06,3.1605255e-10
ASP-2005-06-13,5.469128e-10,3.43681e-09,1.7838198e-10
ASP-2005-06-14,3.50951e-10,1.528926e-08,4.0495296e-10
ASP-2005-06-15,2.0692519e-10,0.0,8.7658797e-10
ASP-2005-06-16,2.0848258e-10,0.0,7.2895967e-10
ASP-2005-06-17,2.1560585e-10,3.8346892e-07,6.353219e-10
ASP-2005-06-18,9.8748086e-11,3.873341e-07,4.0357132e-10
ASP-2005-06-19,2.5639849e-10,0.0,4.846029e-10
ASP-2005-06-20,1.6754471e-10,5.7279976e-09,1.0790134e-09
ASP-2005-06-21,2.8420924e-10,3.746528e-07,5.4588967e-10
ASP-2005-06-22,3.2793698e-10,6.496346e-07,4.183138e-10
ASP-2005-06-23,2.3668129e-10,0.0,6.145801e-10
ASP-2005-06-24,4.1415663e-10,0.0,3.3402175e-10
ASP-2005-06-25,3.1179115e-10,4.920563e-06,5.509723e-10
ASP-2005-06-26,1.6004836e-10,0.0,6.054477e-10
ASP-2005-06-27,4.1250958e-10,1.0835863e-06,4.1446077e-10
ASP-2005-06-28,1.8768789e-10,2.5203462e-08,4.4262813e-10
ASP-2005-06-29,8.6195204e-11,8.16394e-07,3.07732e-10
ASP-2005-06-30,7.349611e-11,1.0310487e-08,4.4678955e-10
ASP-2005-07-01,1.0038468e-10,2.4390806e-07,8.215284e-10
ASP-2005-07-02,1.9053456e-10,6.87362e-09,2.0380844e-09
ASP-2005-07-03,2.27719e-10,6.913251e-08,1.6074826e-09
ASP-2005-07-04,4.0221354e-10,1.2022109e-07,5.9628746e-10
ASP-2005-07-05,3.0943745e-10,0.0,5.6041516e-10
ASP-2005-07-06,2.1956108e-10,0.0,6.952988e-10
ASP-2005-07-07,1.2869442e-10,0.0,8.9341523e-10
ASP-2005-07-08,1.8585163e-10,0.0,1.9250246e-09
ASP-2005-07-09,3.14476e-10,1.0081294e-07,1.3432763e-09
ASP-2005-07-10,4.6933896e-10,0.0,1.5991454e-09
ASP-2005-07-11,2.2301924e-10,4.5823754e-09,1.2085493e-09
ASP-2005-07-12,4.0418152e-10,0.0,9.971727e-10
ASP-2005-07-13,4.3307047e-10,2.2911877e-09,6.2253624e-10
ASP-2005-07-14,1.8201718e-10,5.034494e-07,1.3062568e-09
ASP-2005-07-15,3.9275996e-10,4.4962522e-07,6.8187156e-10
ASP-2005-07-16,2.8298464e-10,4.951471e-06,7.4598977e-10
ASP-2005-07-17,2.699678e-10,2.4088314e-07,1.4956253e-09
ASP-2005-07-18,1.1351297e-10,1.9473191e-07,8.3577134e-10
ASP-2005-07-19,4.2056866e-10,3.5964985e-07,1.5936819e-09
ASP-2005-07-20,3.8685893e-10,1.1339324e-06,5.7239896e-10
ASP-2005-07-21,3.919609e-10,1.2496012e-07,5.3062077e-10
ASP-2005-07-22,1.7727644e-10,1.5183012e-05,5.7374083e-10
ASP-2005-07-23,2.2016712e-10,2.4354491e-05,6.886994e-10
ASP-2005-07-24,1.3999307e-10,1.8659659e-06,6.0907657e-10
ASP-2005-07-25,4.6142876e-10,4.0915268e-07,4.2287088e-10
ASP-2005-07-26,4.4004242e-10,1.3176356e-06,5.993839e-10
ASP-2005-07-27,4.9504273e-10,1.9408311e-08,5.009481e-10
ASP-2005-07-28,4.4431e-10,1.9952056e-08,5.457752e-10
ASP-2005-07-29,2.49905e-10,1.6611375e-07,1.8303291e-09
ASP-2005-07-30,2.2339695e-10,1.3827669e-05,5.0699045e-10
ASP-2005-07-31,1.3272354e-10,1.0623795e-05,7.6706963e-10
ASP-2005-08-01,3.2803377e-10,6.179795e-06,1.0542067e-09
ASP-2005-08-02,3.2508463e-10,1.7501953e-06,6.4842565e-10
ASP-2005-08-03,3.330802e-10,8.736254e-07,1.1285605e-09
ASP-2005-08-04,3.140719e-10,5.2507187e-07,5.4356897e-10
ASP-2005-08-05,4.748027e-10,1.5762794e-08,3.5540268e-10
ASP-2005-08-06,5.4172195e-10,1.34607435e-05,3.2455907e-10
ASP-2005-08-07,3.6603712e-10,9.524314e-06,5.262571e-10
ASP-2005-08-08,3.5371983e-10,0.0,4.5837922e-10
ASP-2005-08-09,1.5751433e-10,5.93791e-06,3.479931e-10
ASP-2005-08-10,1.4824206e-10,3.005957e-06,2.7852237e-10
ASP-2005-08-11,1.5237284e-10,5.014819e-06,4.0656067e-10
ASP-2005-08-12,3.5419834e-10,1.0487047e-06,6.615187e-10
ASP-2005-08-13,2.4155714e-10,8.119693e-07,8.5811414e-10
ASP-2005-08-14,1.1857108e-10,3.964387e-07,6.480865e-10
ASP-2005-08-15,1.530074e-10,0.0,7.9508666e-10
ASP-2005-08-16,4.979618e-10,2.5806699e-08,3.426317e-10
ASP-2005-08-17,3.7610726e-10,0.0,1.0519304e-09
ASP-2005-08-18,2.7316668e-10,1.4079454e-08,1.1833592e-09
ASP-2005-08-19,3.0143038e-10,1.718422e-08,5.0385285e-10
ASP-2005-08-20,5.149891e-10,1.4340635e-09,5.542314e-10
ASP-2005-08-21,1.9154238e-10,1.2115866e-06,5.5276683e-10
ASP-2005-08-22,2.0056835e-10,0.0,4.809104e-10
ASP-2005-08-23,4.364371e-10,0.0,3.859503e-10
ASP-2005-08-24,4.3957715e-10,0.0,6.214548e-10
ASP-2005-08-25,5.314771e-10,1.4654363e-06,3.4928205e-10
ASP-2005-08-26,5.56389e-10,2.6442694e-05,2.6467606e-10
ASP-2005-08-27,5.046812e-10,4.5823754e-09,2.3274044e-10
ASP-2005-08-28,4.8782645e-10,3.85759e-06,2.508088e-10
ASP-2005-08-29,5.9346195e-10,4.931402e-09,2.0137811e-10
ASP-2005-08-30,3.8568929e-10,0.0,2.2380163e-10
ASP-2005-08-31,2.6354963e-10,0.0,6.1114125e-10
ASP-2005-09-01,4.6825926e-10,0.0,4.250787e-10
ASP-2005-09-02,5.313804e-10,0.0,2.95757e-10
ASP-2005-09-03,2.9942043e-10,1.1108927e-07,3.664285e-10
ASP-2005-09-04,1.5478586e-10,6.905236e-08,4.972302e-10
ASP-2005-09-05,7.2128703e-10,0.0,3.4272385e-10
ASP-2005-09-06,7.7726736e-10,0.0,3.5880135e-10
ASP-2005-09-07,7.287252e-10,6.5362997e-07,2.6229002e-10
ASP-2005-09-08,6.0321603e-10,5.613441e-08,1.8397772e-10
ASP-2005-09-09,3.7333964e-10,0.0,3.0592776e-10
ASP-2005-09-10,1.1759466e-10,9.164751e-09,3.5311762e-10
ASP-2005-09-11,1.4499887e-10,1.6177619e-09,3.7187967e-10
ASP-2005-09-12,4.4543869e-10,4.950024e-07,4.0627884e-10
ASP-2005-09-13,1.7490348e-10,0.0,3.6728157e-10
ASP-2005-09-14,7.806863e-10,5.3371195e-06,1.6268778e-10
ASP-2005-09-15,2.9592143e-10,4.43529e-06,2.4641902e-10
ASP-2005-09-16,1.46637e-10,0.0,3.8065945e-10
ASP-2005-09-17,2.2129952e-10,0.0,3.638026e-10
ASP-2005-09-18,5.572821e-10,1.2214866e-06,1.6828886e-10
ASP-2005-09-19,5.8098243e-10,8.019197e-08,2.3790775e-10
ASP-2005-09-20,4.84382e-10,2.06212e-08,1.6780231e-10
ASP-2005-09-21,5.7637994e-10,0.0,2.3446742e-10
ASP-2005-09-22,5.6750615e-10,0.0,3.1381348e-10
ASP-2005-09-23,2.9670788e-10,1.8783861e-07,2.2288084e-10
ASP-2005-09-24,2.5848182e-10,0.0,2.3320842e-10
ASP-2005-09-25,3.260655e-10,2.2911877e-09,4.5787107e-10
ASP-2005-09-26,2.8485092e-10,6.4710477e-09,2.8759997e-10
ASP-2005-09-27,5.4723326e-10,5.22026e-07,2.3281922e-10
ASP-2005-09-28,5.412324e-10,1.1042245e-05,3.9296488e-10
ASP-2005-09-29,4.775917e-10,0.0,1.7796481e-10
ASP-2005-09-30,3.4867248e-10,3.5217226e-08,4.1553058e-10
ASP-2005-10-01,2.2152224e-10,2.0208616e-07,1.2742202e-10
ASP-2005-10-02,2.3823699e-10,2.6749984e-07,2.2765036e-10
ASP-2005-10-03,5.0753113e-10,3.8678172e-07,2.0623377e-10
ASP-2005-10-04,3.3799538e-10,3.3292103e-08,6.835567e-10
ASP-2005-10-05,2.418624e-10,2.8175046e-07,1.2219725e-09
ASP-2005-10-06,4.9135274e-10,7.111254e-10,1.9414048e-10
ASP-2005-10-07,3.9356776e-10,2.5761915e-07,3.6987746e-10
ASP-2005-10-08,2.8274474e-10,8.740379e-08,1.6900194e-10
ASP-2005-10-09,3.5255332e-10,5.727649e-08,1.0977903e-10
ASP-2005-10-10,3.3081896e-10,3.9839556e-08,1.6966155e-10
ASP-2005-10-11,2.0931137e-10,1.3176984e-08,1.720559e-10
ASP-2005-10-12,2.5279392e-10,0.0,1.7192768e-10
ASP-2005-10-13,2.2356172e-10,0.0,2.54925e-10
ASP-2005-10-14,3.305575e-10,9.88607e-08,1.7947689e-10
ASP-2005-10-15,5.1503683e-11,0.0,9.026688e-11
ASP-2005-10-16,4.2258152e-11,2.9557123e-07,8.5084426e-11
ASP-2005-10-17,6.73772e-11,3.533284e-07,1.3749248e-10
ASP-2005-10-18,1.5663212e-10,0.0,2.1540895e-10
ASP-2005-10-19,1.7257845e-10,4.4243436e-09,4.4623016e-10
ASP-2005-10-20,2.7959976e-10,1.2485236e-07,4.386027e-10
ASP-2005-10-21,3.278434e-10,1.5189629e-08,9.947374e-11
ASP-2005-10-22,2.850678e-10,6.54216e-06,1.8062649e-10
ASP-2005-10-23,4.3374214e-11,6.947026e-06,1.2283818e-10
ASP-2005-10-24,5.167374e-11,2.417261e-06,1.2369987e-10
ASP-2005-10-25,1.8069464e-10,3.8071114e-05,2.0044956e-10
ASP-2005-10-26,1.9569561e-10,8.2773475e-08,1.5597544e-10
ASP-2005-10-27,6.7920114e-11,3.437223e-09,1.7157471e-10
ASP-2005-10-28,1.2375405e-10,7.854595e-08,4.7238678e-11
ASP-2005-10-29,1.4543926e-10,6.82666e-09,4.0601682e-11
ASP-2005-10-30,2.1715477e-10,2.4237252e-08,9.021118e-11
ASP-2005-10-31,2.1218899e-10,2.221074e-07,1.467881e-10
ASP-2005-11-01,1.9826954e-10,1.0667236e-09,7.046639e-11
ASP-2005-11-02,3.3462724e-10,4.78341e-06,1.8884058e-10
ASP-2005-11-03,1.9148852e-10,8.711146e-07,9.097789e-11
ASP-2005-11-04,3.3339886e-10,1.9610061e-07,1.14462585e-10
ASP-2005-11-05,2.359698e-10,9.6884505e-06,1.9989764e-10
ASP-2005-11-06,2.7700828e-10,7.6146335e-07,7.379163e-11
ASP-2005-11-07,3.9222195e-10,1.464521e-06,5.9675806e-11
ASP-2005-11-08,2.8998398e-10,6.8736457e-09,8.2271e-11
ASP-2005-11-09,1.4684493e-10,4.1700486e-07,4.0159227e-11
ASP-2005-11-10,2.422244e-10,2.065721e-07,5.1939883e-11
ASP-2005-11-11,2.4942243e-10,0.0,5.2895695e-11
ASP-2005-11-12,3.2059097e-10,3.9354424e-07,5.732715e-11
ASP-2005-11-13,2.8341265e-10,1.5231599e-08,3.8280427e-11
ASP-2005-11-14,2.1763252e-10,5.5002906e-06,2.9764306e-11
ASP-2005-11-15,1.1085547e-10,2.9629898e-06,3.642846e-11
ASP-2005-11-16,8.644537e-11,1.0310032e-08,1.0156116e-10
ASP-2005-11-17,4.7116103e-11,1.1341558e-07,6.9709134e-11
ASP-2005-11-18,4.610275e-11,0.0,5.7215104e-11
ASP-2005-11-19,9.360901e-11,7.3318006e-08,5.627497e-11
ASP-2005-11-20,5.914026e-11,2.3136104e-06,6.0806166e-11
ASP-2005-11-21,4.8952408e-11,5.4988504e-08,1.15281715e-10
ASP-2005-11-22,1.67106e-10,3.3082395e-07,1.247424e-10
ASP-2005-11-23,1.3636932e-10,3.4208254e-06,9.8644766e-11
ASP-2005-11-24,1.4517712e-10,1.6720012e-06,4.2755494e-11
ASP-2005-11-25,7.3938175e-11,2.1165288e-06,2.4511242e-11
ASP-2005-11-26,6.580937e-11,1.0432936e-05,6.5503845e-11
ASP-2005-11-27,1.2303988e-10,1.2140458e-07,2.2383302e-10
ASP-2005-11-28,5.6911496e-11,1.2601231e-06,9.46161e-11
ASP-2005-11-29,1.2080632e-10,0.0,3.7766366e-11
ASP-2005-11-30,1.1226529e-10,4.777212e-07,2.7630218e-11
ASP-2005-12-01,1.2675838e-10,1.0613873e-06,3.8913844e-11
ASP-2005-12-02,1.0951036e-10,2.461443e-07,3.9804507e-11
ASP-2005-12-03,1.0946408e-10,6.9421026e-07,2.4567797e-11
ASP-2005-12-04,1.1404206e-10,5.760625e-06,2.7411344e-11
ASP-2005-12-05,1.3284573e-10,6.1667893e-06,4.3585184e-11
ASP-2005-12-06,1.0487966e-10,1.4805704e-05,2.8929652e-11
ASP-2005-12-07,9.0497096e-11,5.885956e-06,3.5820836e-11
ASP-2005-12-08,2.9546508e-11,3.9070812e-07,2.354995e-11
ASP-2005-12-09,4.3287075e-11,0.0,2.8894411e-11
ASP-2005-12-10,8.035553e-11,6.759629e-07,5.3481504e-11
ASP-2005-12-11,1.1576753e-10,2.7825306e-06,5.275603e-11
ASP-2005-12-12,1.1005528e-10,2.2912137e-09,1.3847737e-11
ASP-2005-12-13,1.1149309e-10,0.0,2.0478112e-11
ASP-2005-12-14,1.6783655e-10,0.0,3.5273843e-11
ASP-2005-12-15,7.7492415e-11,1.2623245e-06,2.8938291e-11
ASP-2005-12-16,5.3525996e-11,0.0,3.209376e-11
ASP-2005-12-17,6.897155e-11,0.0,3.1783666e-11
ASP-2005-12-18,4.0823497e-11,0.0,2.448162e-11
ASP-2005-12-19,1.07085216e-10,0.0,5.4185764e-11
ASP-2005-12-20,1.208397e-10,1.3145625e-06,8.454576e-11
ASP-2005-12-21,1.032997e-10,1.7778135e-10,1.0943009e-10
ASP-2005-12-22,9.010917e-11,3.4461602e-06,1.951679e-10
ASP-2005-12-23,8.525115e-11,1.0950538e-06,4.0692832e-10
ASP-2005-12-24,8.178234e-11,1.5971553e-06,3.382205e-11
ASP-2005-12-25,4.9098208e-11,0.0,2.0619985e-11
ASP-2005-12-26,3.1031906e-11,0.0,1.727203e-11
ASP-2005-12-27,1.4501605e-11,0.0,1.4988464e-11
ASP-2005-12-28,1.09448076e-11,0.0,1.2599892e-11
ASP-2005-12-29,3.1502433e-11,1.12268026e-07,1.3248928e-11
ASP-2005-12-30,1.1108106e-10,0.0,1.841208e-11
ASP-2005-12-31,8.483433e-11,1.3747922e-08,8.116064e-11
ASP-2006-01-01,6.088186e-11,0.0,2.5573196e-10
ASP-2006-01-02,5.181269e-11,0.0,3.743169e-10
ASP-2006-01-03,4.111234e-11,0.0,4.755066e-10
ASP-2006-01-04,3.3589263e-11,0.0,1.9368085e-10
ASP-2006-01-05,5.2907522e-11,1.4663601e-07,1.0778639e-10
ASP-2006-01-06,7.009596e-11,0.0,3.917093e-11
ASP-2006-01-07,4.675349e-11,5.7279976e-09,1.5113409e-10
ASP-2006-01-08,6.818243e-11,0.0,8.778291e-11
ASP-2006-01-09,8.64328e-11,6.87362e-09,2.5151771e-11
ASP-2006-01-10,1.2382953e-10,8.52237e-08,2.228586e-11
ASP-2006-01-11,1.5311785e-10,2.0473708e-06,1.970708e-11
ASP-2006-01-12,1.8651533e-10,0.0,9.754757e-12
ASP-2006-01-13,1.4134963e-10,3.9348222e-09,1.1136041e-11
ASP-2006-01-14,1.1994412e-10,6.184102e-08,1.4869554e-11
ASP-2006-01-15,1.0868237e-10,3.76895e-09,1.8602496e-11
ASP-2006-01-16,1.6218388e-11,3.9089496e-09,1.3055699e-11
ASP-2006-01-17,1.9506658e-11,1.0785128e-09,9.340125e-12
ASP-2006-01-18,3.1999133e-11,0.0,3.842103e-12
ASP-2006-01-19,3.207837e-11,0.0,2.8070818e-12
ASP-2006-01-20,6.060642e-11,0.0,3.271913e-12
ASP-2006-01-21,7.313099e-11,0.0,3.520408e-12
ASP-2006-01-22,5.888933e-11,0.0,2.09295e-11
ASP-2006-01-23,2.5149596e-10,0.0,8.6587465e-12
ASP-2006-01-24,3.0288452e-10,0.0,7.552308e-12
ASP-2006-01-25,1.0577715e-10,0.0,1.1146348e-11
ASP-2006-01-26,8.281664e-11,0.0,1.641713e-11
ASP-2006-01-27,1.6235122e-10,0.0,1.7069419e-11
ASP-2006-01-28,1.9347102e-10,0.0,1.8823691e-11
ASP-2006-01-29,1.7629109e-10,0.0,1.005013e-11
ASP-2006-01-30,1.5805403e-10,0.0,1.1913566e-11
ASP-2006-01-31,1.3488408e-10,4.6967986e-07,9.970717e-12
ASP-2006-02-01,1.7455147e-10,0.0,1.3918609e-11
ASP-2006-02-02,1.680679e-10,9.457109e-08,1.8127585e-11
ASP-2006-02-03,7.960403e-11,0.0,1.4044932e-11
ASP-2006-02-04,3.8354535e-11,0.0,7.258994e-12
ASP-2006-02-05,7.039885e-11,0.0,1.2035095e-11
ASP-2006-02-06,2.7462946e-10,4.444587e-09,1.2644179e-11
ASP-2006-02-07,2.1537401e-10,1.5426394e-08,1.9929738e-11
ASP-2006-02-08,1.4136527e-10,0.0,9.395687e-12
ASP-2006-02-09,3.0121913e-10,1.0667009e-08,1.9936006e-11
ASP-2006-02-10,8.367063e-11,0.0,1.9633255e-11
ASP-2006-02-11,2.0113516e-10,0.0,2.2354455e-11
ASP-2006-02-12,1.5444218e-10,0.0,3.2703267e-11
ASP-2006-02-13,1.4240725e-10,0.0,2.459109e-11
ASP-2006-02-14,1.1278674e-10,0.0,2.7566244e-11
ASP-2006-02-15,2.6486302e-10,0.0,1.04229785e-11
ASP-2006-02-16,2.3687768e-10,0.0,6.8152736e-12
ASP-2006-02-17,2.0987756e-10,0.0,6.9407665e-12
ASP-2006-02-18,2.7474192e-10,0.0,1.5934273e-11
ASP-2006-02-19,4.442738e-10,3.5446277e-07,3.2224463e-11
