   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   5.8286000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.0000000000000000e+00   0.0000000000000000e+00   1.4783000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.0000000000000000e+00   5.9000000000000000e+01   1.9915000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   3.0000000000000000e+00   0.0000000000000000e+00   2.2972000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   4.0000000000000000e+00   0.0000000000000000e+00   2.1822000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   4.0000000000000000e+00   5.9000000000000000e+01   1.7950000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   6.0000000000000000e+00   0.0000000000000000e+00   1.3451000000000000e+04
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   7.0000000000000000e+00   0.0000000000000000e+00   8.7677999999999993e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   7.0000000000000000e+00   5.9000000000000000e+01   7.3030000000000000e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   9.0000000000000000e+00   0.0000000000000000e+00   6.0983000000000002e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.0000000000000000e+01   0.0000000000000000e+00   5.9171999999999998e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.0000000000000000e+01   5.9000000000000000e+01   6.3726000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.2000000000000000e+01   0.0000000000000000e+00   6.1541000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.3000000000000000e+01   0.0000000000000000e+00   6.0106999999999998e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.3000000000000000e+01   5.9000000000000000e+01   5.6570000000000000e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.5000000000000000e+01   0.0000000000000000e+00   5.7231000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.6000000000000000e+01   0.0000000000000000e+00   5.6963000000000002e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.6000000000000000e+01   5.9000000000000000e+01   5.6260000000000000e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.8000000000000000e+01   0.0000000000000000e+00   5.5618999999999996e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.9000000000000000e+01   0.0000000000000000e+00   5.1861000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   1.9000000000000000e+01   5.9000000000000000e+01   5.1170000000000000e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   2.1000000000000000e+01   0.0000000000000000e+00   4.8591999999999998e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   2.2000000000000000e+01   0.0000000000000000e+00   4.4176999999999998e+03
   2.0090000000000000e+03   4.0000000000000000e+00   4.0000000000000000e+00   2.2000000000000000e+01   5.9000000000000000e+01   4.1651000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   4.5751999999999998e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   1.0000000000000000e+00   0.0000000000000000e+00   4.2331000000000004e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   1.0000000000000000e+00   5.9000000000000000e+01   3.9875999999999999e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   3.0000000000000000e+00   0.0000000000000000e+00   4.0330999999999999e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   4.0000000000000000e+00   0.0000000000000000e+00   3.9975000000000000e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   4.0000000000000000e+00   5.9000000000000000e+01   3.8529000000000001e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   6.0000000000000000e+00   0.0000000000000000e+00   3.8750999999999999e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   7.0000000000000000e+00   0.0000000000000000e+00   4.4088000000000002e+03
   2.0090000000000000e+03   4.0000000000000000e+00   5.0000000000000000e+00   7.0000000000000000e+00   5.9000000000000000e+01   4.6131000000000004e+03
