2002	3	23	15	0	9.11E+02			
2002	3	23	18	0	1.32E+03			
2002	3	23	21	0	1.41E+03			
2002	3	24	0	0	2.09E+03			
2002	3	24	3	0	1.85E+03			
2002	3	24	6	0	2.36E+03			
2002	3	24	9	0	2.03E+03			
2002	3	24	12	0	6.06E+02			
2002	3	24	15	0	5.20E+02			
2002	3	24	18	0	6.91E+02			
2002	3	24	21	0	1.91E+03			
2002	3	25	0	0	2.86E+03			
2002	3	25	3	0	2.97E+03			
2002	3	25	6	0	3.33E+03			
2002	3	25	9	0	2.03E+03			
2002	3	25	12	0	8.21E+02			
2002	3	25	15	0	5.26E+02			
2002	3	25	18	0	9.52E+02			
2002	3	25	21	0	2.19E+03			
2002	3	26	0	0	4.30E+03			
2002	3	26	3	0	3.87E+03			
2002	3	26	6	0	5.58E+03			
2002	3	26	9	0	3.81E+03			
2002	3	26	12	0	1.59E+03			
2002	3	26	15	0	1.26E+03			
2002	3	26	18	0	1.91E+03			
2002	3	26	21	0	3.72E+03			
2002	3	27	0	0	4.56E+03			
2002	3	27	3	0	3.82E+03			
2002	3	27	6	0	3.62E+03			
2002	3	27	9	0	2.00E+03			
2002	3	27	12	0	1.14E+03			
2002	3	27	15	0	1.56E+03			
2002	3	27	18	0	1.82E+03			
2002	3	27	21	0	3.47E+03			
2002	3	28	0	0	3.53E+03			
2002	3	28	3	0	3.60E+03			
2002	3	28	6	0	4.19E+03			
2002	3	28	9	0	2.37E+03			
2002	3	28	12	0	1.47E+03			
2002	3	28	15	0	1.53E+03			
2002	3	28	18	0	1.55E+03			
2002	3	28	21	0	3.21E+03			
2002	3	29	0	0	4.76E+03			
2002	3	29	3	0	4.74E+03			
2002	3	29	6	0	3.91E+03			
2002	3	29	9	0	4.70E+03			
2002	3	29	12	0	2.66E+03			
2002	3	29	15	0	1.95E+03			
2002	3	29	18	0	2.03E+03			
2002	3	29	21	0	4.47E+03			
2002	3	30	0	0	4.99E+03			
2002	3	30	3	0	4.45E+03			
2002	3	30	6	0	3.43E+03			
2002	3	30	9	0	3.11E+03			
2002	3	30	12	0	2.61E+03			
2002	3	30	15	0	2.22E+03			
2002	3	30	18	0	2.60E+03			
2002	3	30	21	0	4.43E+03			
2002	3	31	0	0	4.45E+03			
2002	3	31	3	0	3.81E+03			
2002	3	31	6	0	3.78E+03			
2002	3	31	9	0	3.28E+03			
2002	3	31	12	0	3.02E+03			
2002	3	31	15	0	2.66E+03			
2002	3	31	18	0	2.78E+03			
2002	3	31	21	0	4.82E+03			
2002	4	1	0	0	6.28E+03			
2002	4	1	3	0	5.35E+03			
2002	4	1	6	0	4.21E+03			
2002	4	1	9	0	3.09E+03			
2002	4	1	12	0	2.81E+03			
2002	4	1	15	0	1.80E+03			
2002	4	1	18	0	2.55E+03			
2002	4	1	21	0	3.59E+03			
2002	4	2	0	0	3.80E+03			
2002	4	2	3	0	3.61E+03			
2002	4	2	6	0	3.45E+03			
2002	4	2	9	0	3.44E+03			
2002	4	2	12	0	3.63E+03			
2002	4	2	15	0	2.51E+03			
2002	4	2	18	0	2.35E+03			
2002	4	2	21	0	3.35E+03			
2002	4	3	0	0	3.48E+03			
2002	4	3	3	0	2.93E+03			
2002	4	3	6	0	2.70E+03			
2002	4	3	9	0	2.66E+03			
2002	4	3	12	0	3.05E+03			
2002	4	3	15	0	2.41E+03			
2002	4	3	18	0	2.14E+03			
2002	4	3	21	0	2.14E+03			
2002	4	4	0	0	2.21E+03			
2002	4	4	3	0	2.17E+03			
2002	4	4	6	0	2.86E+03			
2002	4	4	9	0	3.27E+03			
2002	4	4	12	0	2.08E+03			
2002	4	4	15	0	2.97E+03			
2002	4	4	18	0	2.15E+03			
2002	4	4	21	0	2.65E+03			
2002	4	5	0	0	2.46E+03			
2002	4	5	3	0	2.81E+03			
2002	4	5	6	0	2.92E+03			
2002	4	5	9	0	3.21E+03			
2002	4	5	12	0	2.29E+03			
2002	4	5	15	0	2.18E+03			
2002	4	5	18	0	2.23E+03			
2002	4	5	21	0	2.95E+03			
2002	4	6	0	0	2.98E+03			
2002	4	6	3	0	2.35E+03			
2002	4	6	6	0	2.78E+03			
2002	4	6	9	0	2.64E+03			
2002	4	6	12	0	2.25E+03			
2002	4	6	15	0	2.21E+03			
2002	4	6	18	0	2.30E+03			
2002	4	6	21	0	2.55E+03			
2002	4	7	0	0	2.38E+03			
2002	4	7	3	0	2.34E+03			
2002	4	7	6	0	2.32E+03			
2002	4	7	9	0	2.65E+03			
2002	4	7	12	0	2.05E+03			
2002	4	7	15	0	2.34E+03			
2002	4	7	18	0	2.53E+03			
2002	4	7	21	0	2.36E+03			
2002	4	8	0	0	2.11E+03			
2002	4	8	3	0	1.98E+03			
2002	4	8	6	0	2.10E+03			
2002	4	8	9	0	2.05E+03			
2002	4	8	12	0	1.71E+03			
2002	4	8	15	0	1.67E+03			
2002	4	8	18	0	1.78E+03			
2002	4	8	21	0	1.75E+03			
2002	4	9	0	0	1.59E+03			
2002	4	9	15	0	2.41E+03			
2002	4	9	18	0	2.53E+03			
2002	4	9	21	0	2.03E+03			
2002	4	10	0	0	2.10E+03			
2002	4	10	3	0	2.42E+03			
2002	4	10	6	0	2.75E+03			
2002	4	10	9	0	2.41E+03			
2002	4	10	12	0	1.65E+03			
2002	4	10	15	0	1.53E+03			
2002	4	10	18	0	1.49E+03			
2002	4	10	21	0	1.95E+03			
2002	4	11	0	0	2.56E+03			
2002	4	11	3	0	2.01E+03			
2002	4	11	6	0	1.96E+03			
2002	4	11	9	0	1.85E+03			
2002	4	11	12	0	1.54E+03			
2002	4	11	15	0	1.45E+03			
2002	4	11	18	0	1.87E+03			
2002	4	11	21	0	1.17E+03			
2002	4	12	0	0	8.18E+02			
2002	4	12	3	0	2.08E+03			
2002	4	12	6	0	1.18E+03			
2002	4	12	9	0	1.89E+03			
2002	4	12	12	0	2.84E+03			
2002	4	12	15	0	3.00E+03			
2002	4	12	18	0	1.81E+03			
2002	4	12	21	0	1.85E+03			
2002	4	13	0	0	1.64E+03			
2002	4	13	3	0	1.07E+03			
2002	4	13	6	0	1.18E+03			
2002	4	13	9	0	8.99E+02			
2002	4	13	12	0	5.47E+02			
2002	4	13	15	0	4.21E+02			
2002	4	13	18	0	3.93E+02			
2002	4	13	21	0	1.66E+03			
2002	4	14	0	0	1.12E+03			
2002	4	14	3	0	2.36E+03			
2002	4	14	6	0	2.59E+03			
2002	4	14	9	0	1.57E+03			
2002	4	14	12	0	6.23E+02			
2002	4	14	15	0	7.63E+02			
2002	4	14	18	0	1.30E+03			
2002	4	14	21	0	1.64E+03			
2002	4	15	0	0	2.31E+03			
2002	4	15	3	0	1.80E+03			
2002	4	15	6	0	1.80E+03			
2002	4	15	9	0	1.54E+03			
2002	4	15	12	0	1.28E+03			
2002	4	15	15	0	1.12E+03			
2002	4	15	18	0	1.01E+03			
2002	4	15	21	0	1.41E+03			
2002	4	16	0	0	1.73E+03			
2002	4	16	3	0	1.60E+03			
2002	4	16	6	0	1.60E+03			
2002	4	16	9	0	2.00E+03			
2002	4	16	12	0	1.67E+03			
2002	4	16	15	0	1.61E+03			
2002	4	16	18	0	1.58E+03			
2002	4	16	21	0	2.07E+03			
2002	4	17	0	0	1.99E+03			
2002	4	17	3	0	2.04E+03			
2002	4	17	6	0	2.44E+03			
2002	4	17	9	0	1.92E+03			
2002	4	17	12	0	1.25E+03			
2002	4	17	15	0	1.44E+03			
2002	4	17	18	0	1.82E+03			
2002	4	17	21	0	2.21E+03			
2002	4	18	0	0	3.03E+03			
2002	4	18	3	0	2.53E+03			
2002	4	18	6	0	2.02E+03			
2002	4	18	9	0	1.83E+03			
2002	4	18	12	0	1.48E+03			
2002	4	18	15	0	1.56E+03			
2002	4	18	18	0	1.86E+03			
2002	4	18	21	0	2.32E+03			
2002	4	19	0	0	3.10E+03			
2002	4	19	3	0	3.01E+03			
2002	4	19	6	0	3.26E+03			
2002	4	19	9	0	2.05E+03			
2002	4	19	12	0	1.77E+03			
2002	4	19	15	0	2.05E+03			
2002	4	19	18	0	1.76E+03			
2002	4	19	21	0	2.69E+03			
2002	4	20	0	0	3.04E+03			
2002	4	20	3	0	2.70E+03			
2002	4	20	6	0	2.03E+03			
2002	4	20	9	0	1.89E+03			
2002	4	20	12	0	1.14E+03			
2002	4	20	15	0	1.08E+03			
2002	4	20	18	0	1.11E+03			
2002	4	20	21	0	1.73E+03			
2002	4	21	0	0	1.55E+03			
2002	4	21	3	0	6.37E+02			
2002	4	21	6	0	5.23E+02			
2002	4	21	9	0	6.64E+02			
2002	4	21	12	0	1.03E+03			
2002	4	21	15	0	1.33E+03			
2002	4	21	18	0	1.89E+03			
2002	4	21	21	0	2.22E+03			
2002	4	22	0	0	2.25E+03			
2002	4	22	3	0	1.73E+03			
2002	4	22	6	0	1.70E+03			
2002	4	22	9	0	2.01E+03			
2002	4	22	12	0	1.62E+03			
2002	4	22	15	0	1.54E+03			
2002	4	22	18	0	1.69E+03			
2002	4	22	21	0	2.83E+03			
2002	4	23	0	0	3.78E+03			
2002	4	23	3	0	2.03E+03			
2002	4	23	6	0	2.10E+03			
2002	4	23	9	0	1.53E+03			
2002	4	23	12	0	1.51E+03			
2002	4	23	15	0	1.01E+03			
2002	4	23	18	0	1.32E+03			
2002	4	23	21	0	1.81E+03			
2002	4	24	0	0	2.08E+03			
2002	4	24	3	0	2.25E+03			
2002	4	24	6	0	2.18E+03			
2002	4	24	9	0	2.74E+03			
2002	4	24	12	0	2.59E+03			
2002	4	24	15	0	2.50E+03			
2002	4	24	18	0	2.44E+03			
2002	4	24	21	0	1.29E+03			
2002	4	25	0	0	1.71E+03			
2002	4	25	3	0	1.65E+03			
2002	4	25	6	0	1.43E+03			
2002	4	25	9	0	1.28E+03			
2002	4	25	12	0	7.58E+02			
2002	4	25	15	0	7.96E+02			
2002	4	25	18	0	9.42E+02			
2002	4	25	21	0	1.44E+03			
2002	4	26	0	0	1.88E+03			
2002	4	26	3	0	1.39E+03			
2002	4	26	6	0	1.50E+03			
2002	4	26	9	0	1.24E+03			
2002	4	26	12	0	9.60E+02			
2002	4	26	15	0	1.18E+03			
2002	4	26	18	0	1.86E+03			
2002	4	26	21	0	1.56E+03			
2002	4	27	0	0	1.38E+03			
