2006	9	24	17	0	1372.2
2006	9	24	18	0	1413.7
2006	9	24	19	0	1437.8
2006	9	24	20	0	1369.4
2006	9	24	21	0	1172.4
2006	9	24	22	0	1071.1
2006	9	24	23	0	986.4
2006	9	25	0	0	879.6
2006	9	25	1	0	880.6
2006	9	25	2	0	964.4
2006	9	25	3	0	1017.6
2006	9	25	4	0	1085
2006	9	25	5	0	1164.6
2006	9	25	6	0	1346.2
2006	9	25	7	0	1646.5
2006	9	25	8	0	1655.2
2006	9	25	9	0	1619.5
2006	9	25	10	0	1674.7
2006	9	25	11	0	1701.5
2006	9	25	12	0	1646.7
2006	9	25	13	0	1296.8
2006	9	25	14	0	504.7
2006	9	25	15	0	400
2006	9	25	16	0	280.1
2006	9	25	17	0	182.5
2006	9	25	18	0	142.6
2006	9	25	19	0	139.7
2006	9	25	20	0	163.8
2006	9	25	21	0	197.7
2006	9	25	22	0	56.9
2006	9	25	23	0	10.4
2006	9	26	0	0	12.6
2006	9	26	1	0	20.3
2006	9	26	2	0	58.6
2006	9	26	3	0	108.4
2006	9	26	4	0	115.9
2006	9	26	5	0	123.2
2006	9	26	6	0	135.6
2006	9	26	7	0	142.8
2006	9	26	8	0	163.2
2006	9	26	9	0	197.7
2006	9	26	10	0	203.2
2006	9	26	11	0	
2006	9	26	12	0	414.1
2006	9	26	13	0	395.5
2006	9	26	14	0	340.7
2006	9	26	15	0	221.9
2006	9	26	16	0	147.5
2006	9	26	17	0	174.3
2006	9	26	18	0	263.4
2006	9	26	19	0	447.3
2006	9	26	20	0	503.3
2006	9	26	21	0	265.7
2006	9	26	22	0	145.5
2006	9	26	23	0	101.2
2006	9	27	0	0	78.5
2006	9	27	1	0	68.6
2006	9	27	2	0	67
2006	9	27	3	0	59.6
2006	9	27	4	0	57.3
2006	9	27	5	0	58
2006	9	27	6	0	54.6
2006	9	27	7	0	49
2006	9	27	8	0	
2006	9	27	9	0	
2006	9	27	10	0	
2006	9	27	11	0	
2006	9	27	12	0	
2006	9	27	13	0	
2006	9	27	14	0	17.5
2006	9	27	15	0	22
2006	9	27	16	0	32.2
2006	9	27	17	0	41.1
2006	9	27	18	0	53.2
2006	9	27	19	0	83.6
2006	9	27	20	0	127.1
2006	9	27	21	0	142.2
2006	9	27	22	0	133.2
2006	9	27	23	0	125.8
2006	9	28	0	0	127.8
2006	9	28	1	0	139.4
2006	9	28	2	0	151.2
2006	9	28	3	0	161.1
2006	9	28	4	0	170.1
2006	9	28	5	0	174.3
2006	9	28	6	0	183.4
2006	9	28	7	0	203.4
2006	9	28	8	0	
2006	9	28	9	0	207.8
2006	9	28	10	0	
2006	9	28	11	0	205.8
2006	9	28	12	0	150.6
2006	9	28	13	0	158.2
2006	9	28	14	0	168
2006	9	28	15	0	201.5
2006	9	28	16	0	193.4
2006	9	28	17	0	181.9
2006	9	28	18	0	170
2006	9	28	19	0	165
2006	9	28	20	0	176.4
2006	9	28	21	0	190.3
2006	9	28	22	0	199.1
2006	9	28	23	0	212.2
2006	9	29	0	0	229.6
2006	9	29	1	0	257.9
2006	9	29	2	0	275.7
2006	9	29	3	0	280.8
2006	9	29	4	0	287.9
2006	9	29	5	0	309.4
2006	9	29	6	0	320
2006	9	29	7	0	330.5
2006	9	29	8	0	308.5
2006	9	29	9	0	310.7
2006	9	29	10	0	308.4
2006	9	29	11	0	263.7
2006	9	29	12	0	236.1
2006	9	29	13	0	193.6
2006	9	29	14	0	206.7
2006	9	29	15	0	227.7
2006	9	29	16	0	224.6
2006	9	29	17	0	153.5
2006	9	29	18	0	131.9
2006	9	29	19	0	160.9
2006	9	29	20	0	136.3
2006	9	29	21	0	146.5
2006	9	29	22	0	125.5
2006	9	29	23	0	112.6
2006	9	30	0	0	111
2006	9	30	1	0	112.8
2006	9	30	2	0	111.2
2006	9	30	3	0	123.3
2006	9	30	4	0	118.3
2006	9	30	5	0	105.3
2006	9	30	6	0	113.7
2006	9	30	7	0	128.4
2006	9	30	8	0	139.8
2006	9	30	9	0	143.1
2006	9	30	10	0	154.8
2006	9	30	11	0	167.9
2006	9	30	12	0	207.5
2006	9	30	13	0	210.8
2006	9	30	14	0	245.2
2006	9	30	15	0	338.9
2006	9	30	16	0	394.8
2006	9	30	17	0	460.2
2006	9	30	18	0	528.8
2006	9	30	19	0	383.6
2006	9	30	20	0	346.3
2006	9	30	21	0	348.6
2006	9	30	22	0	214.4
2006	9	30	23	0	136.8
2006	10	1	0	0	98.9
2006	10	1	1	0	156
2006	10	1	2	0	485.2
2006	10	1	3	0	573.6
2006	10	1	4	0	102.3
2006	10	1	5	0	81.7
2006	10	1	6	0	79.8
2006	10	1	7	0	119.6
2006	10	1	8	0	182
2006	10	1	9	0	231.7
2006	10	1	10	0	307
2006	10	1	11	0	256.5
2006	10	1	12	0	184
2006	10	1	13	0	
2006	10	1	14	0	85.6
2006	10	1	15	0	81.5
2006	10	1	16	0	83
2006	10	1	17	0	81.3
2006	10	1	18	0	81.6
2006	10	1	19	0	76.2
2006	10	1	20	0	74.9
2006	10	1	21	0	70.9
2006	10	1	22	0	57.8
2006	10	1	23	0	63
2006	10	2	0	0	74
2006	10	2	1	0	85
2006	10	2	2	0	91.4
2006	10	2	3	0	105.3
2006	10	2	4	0	115.4
2006	10	2	5	0	114
2006	10	2	6	0	119.6
2006	10	2	7	0	129.5
2006	10	2	8	0	142.7
2006	10	2	9	0	151.3
2006	10	2	10	0	149.2
2006	10	2	11	0	143.3
2006	10	2	12	0	156.6
2006	10	2	13	0	136.4
2006	10	2	14	0	136
2006	10	2	15	0	142.7
2006	10	2	16	0	142.3
2006	10	2	17	0	144.7
2006	10	2	18	0	148.3
2006	10	2	19	0	149.4
2006	10	2	20	0	150.5
2006	10	2	21	0	158.9
2006	10	2	22	0	158
2006	10	2	23	0	165.4
2006	10	3	0	0	169.2
2006	10	3	1	0	169.3
2006	10	3	2	0	171.4
2006	10	3	3	0	183.4
2006	10	3	4	0	178.9
2006	10	3	5	0	178.5
2006	10	3	6	0	180.4
2006	10	3	7	0	179
2006	10	3	8	0	182
2006	10	3	9	0	188.3
2006	10	3	10	0	172.3
2006	10	3	11	0	175.5
2006	10	3	12	0	181
2006	10	3	13	0	174.5
2006	10	3	14	0	186.5
2006	10	3	15	0	183.8
2006	10	3	16	0	188.8
2006	10	3	17	0	186.3
2006	10	3	18	0	180.9
2006	10	3	19	0	191.3
2006	10	3	20	0	232.6
2006	10	3	21	0	213.8
2006	10	3	22	0	165.5
2006	10	3	23	0	160
2006	10	4	0	0	157.1
2006	10	4	1	0	162.1
2006	10	4	2	0	152.6
2006	10	4	3	0	127.9
2006	10	4	4	0	120.1
2006	10	4	5	0	120.2
2006	10	4	6	0	116
2006	10	4	7	0	116.2
2006	10	4	8	0	117.8
2006	10	4	9	0	112.5
2006	10	4	10	0	119.4
2006	10	4	11	0	119.7
2006	10	4	12	0	103.4
2006	10	4	13	0	99.9
2006	10	4	14	0	94
2006	10	4	15	0	88
2006	10	4	16	0	81.8
2006	10	4	17	0	78.7
2006	10	4	18	0	75.1
2006	10	4	19	0	73.4
2006	10	4	20	0	73
2006	10	4	21	0	68.4
2006	10	4	22	0	67.2
2006	10	4	23	0	64.5
2006	10	5	0	0	65.1
2006	10	5	1	0	65.7
2006	10	5	2	0	73.7
2006	10	5	3	0	88.2
2006	10	5	4	0	106.2
2006	10	5	5	0	174.2
2006	10	5	6	0	217.6
2006	10	5	7	0	307.4
2006	10	5	8	0	404.6
2006	10	5	9	0	492.3
2006	10	5	10	0	527.8
2006	10	5	11	0	529.8
2006	10	5	12	0	526.4
2006	10	5	13	0	452
2006	10	5	14	0	361
2006	10	5	15	0	334.8
2006	10	5	16	0	290.5
2006	10	5	17	0	300.5
2006	10	5	18	0	327.9
2006	10	5	19	0	339.1
2006	10	5	20	0	370.2
2006	10	5	21	0	337.6
2006	10	5	22	0	321.4
2006	10	5	23	0	326.6
2006	10	6	0	0	309.1
2006	10	6	1	0	291.2
2006	10	6	2	0	284
2006	10	6	3	0	286.6
2006	10	6	4	0	289.8
2006	10	6	5	0	289.6
2006	10	6	6	0	287.1
2006	10	6	7	0	295.1
2006	10	6	8	0	319.9
2006	10	6	9	0	339.9
2006	10	6	10	0	348.1
2006	10	6	11	0	365.4
2006	10	6	12	0	395.6
2006	10	6	13	0	393.6
2006	10	6	14	0	392.8
2006	10	6	15	0	373
2006	10	6	16	0	348.2
2006	10	6	17	0	343.9
2006	10	6	18	0	334.2
2006	10	6	19	0	337.2
2006	10	6	20	0	341.9
2006	10	6	21	0	343.2
2006	10	6	22	0	350.9
2006	10	6	23	0	481.8
2006	10	7	0	0	430.6
2006	10	7	1	0	410.5
2006	10	7	2	0	403.8
2006	10	7	3	0	431.8
2006	10	7	4	0	435.3
2006	10	7	5	0	440.5
2006	10	7	6	0	411.5
2006	10	7	7	0	435.9
2006	10	7	8	0	431.1
2006	10	7	9	0	441.2
2006	10	7	10	0	461.2
2006	10	7	11	0	458
2006	10	7	12	0	407.7
2006	10	7	13	0	285.3
2006	10	7	14	0	170.4
2006	10	7	15	0	137.2
2006	10	7	16	0	142.2
2006	10	7	17	0	155
2006	10	7	18	0	153.9
2006	10	7	19	0	131.6
2006	10	7	20	0	94.8
2006	10	7	21	0	98
2006	10	7	22	0	105.3
2006	10	7	23	0	116.8
2006	10	8	0	0	148.9
2006	10	8	1	0	153.8
2006	10	8	2	0	179.6
2006	10	8	3	0	169.8
2006	10	8	4	0	146
2006	10	8	5	0	144.6
2006	10	8	6	0	150.8
2006	10	8	7	0	155.7
2006	10	8	8	0	160.3
2006	10	8	9	0	163.9
2006	10	8	10	0	196.5
2006	10	8	11	0	191.4
2006	10	8	12	0	178.3
2006	10	8	13	0	164.5
2006	10	8	14	0	151.7
2006	10	8	15	0	144.2
2006	10	8	16	0	174.1
2006	10	8	17	0	128.9
2006	10	8	18	0	125.2
2006	10	8	19	0	127.9
2006	10	8	20	0	130.3
2006	10	8	21	0	132.6
2006	10	8	22	0	141.9
2006	10	8	23	0	125.4
2006	10	9	0	0	118.8
