2011 12  1  0  0       1969
2011 12  1  0  9     1750.2
2011 12  1  0 20     1848.4
2011 12  1  0 29     1628.8
2011 12  1  0 40     1650.7
2011 12  1  0 49     1643.1
2011 12  1  1  0     1538.8
2011 12  1  1  9     1728.7
2011 12  1  1 20     1615.8
2011 12  1  1 30     1609.8
2011 12  1  1 39     1905.2
2011 12  1  1 50     1834.8
2011 12  1  1 59     1615.6
2011 12  1  2 10     1794.8
2011 12  1  2 19     1664.9
2011 12  1  2 30     1546.4
2011 12  1  2 39     1514.2
2011 12  1  2 50     1499.9
2011 12  1  3  0       1469
2011 12  1  3  9       1449
2011 12  1  3 20     1446.9
2011 12  1  3 29     1431.9
2011 12  1  3 40     1440.2
2011 12  1  3 49       1422
2011 12  1  4  0     1397.1
2011 12  1  4  9     1425.6
2011 12  1  4 20     1424.7
2011 12  1  4 30     1445.1
2011 12  1  4 39     1435.4
2011 12  1  4 50     1441.2
2011 12  1  4 59     1442.9
2011 12  1  5 10       1468
2011 12  1  5 19     1493.9
2011 12  1  5 30     1454.4
2011 12  1  5 39     1459.6
2011 12  1  5 50     1500.8
2011 12  1  6  0     1530.6
2011 12  1  6  9     1542.2
2011 12  1  6 20     1570.1
2011 12  1  6 29     1599.5
2011 12  1  6 40     1591.2
2011 12  1  6 49     1626.2
2011 12  1  7  0     1634.2
2011 12  1  7  9     1815.4
2011 12  1  7 20     1801.4
2011 12  1  7 30     1887.3
2011 12  1  7 39     1848.9
2011 12  1  7 50     1833.4
2011 12  1  7 59     2033.9
2011 12  1  8 10       2029
2011 12  1  8 19       1898
2011 12  1  8 30     1908.3
2011 12  1  8 39     1872.4
2011 12  1  8 50     2018.8
2011 12  1  9  0     1911.5
2011 12  1  9  9     2032.9
2011 12  1  9 20     2037.2
2011 12  1  9 29     1999.4
2011 12  1  9 40     1865.6
2011 12  1  9 49     1810.4
2011 12  1 10  0     2085.8
2011 12  1 10  9     1731.8
2011 12  1 10 20     1762.1
2011 12  1 10 30     1709.8
2011 12  1 10 39     2013.7
2011 12  1 10 50     1878.2
2011 12  1 10 59     1836.4
2011 12  1 11 10     1866.1
2011 12  1 11 19       1616
2011 12  1 11 30     1669.3
2011 12  1 11 39     1612.8
2011 12  1 11 50     1605.2
2011 12  1 12  0     1567.6
2011 12  1 12  9     1498.5
2011 12  1 12 20     1517.5
2011 12  1 12 29     1527.1
2011 12  1 12 40       1626
2011 12  1 12 49     1502.5
2011 12  1 13  0     1433.3
2011 12  1 13  9     1518.9
2011 12  1 13 20     1740.9
2011 12  1 13 30     1523.7
2011 12  1 13 39     1497.3
2011 12  1 13 50     1422.7
2011 12  1 13 59     1566.4
2011 12  1 14 10     1479.2
2011 12  1 14 19     1386.2
2011 12  1 14 30     1379.9
2011 12  1 14 39     1414.3
2011 12  1 14 50     1438.4
2011 12  1 15  0     1454.2
2011 12  1 15  9     1602.7
2011 12  1 15 20     1567.9
2011 12  1 15 29     1651.9
2011 12  1 15 40     1517.6
2011 12  1 15 49     1510.6
2011 12  1 16  0     1522.9
2011 12  1 16  9       1512
2011 12  1 16 20     1718.8
2011 12  1 16 30     1603.7
2011 12  1 16 39     1759.5
2011 12  1 16 50     1975.4
2011 12  1 16 59     1885.3
2011 12  1 17 10     1623.2
2011 12  1 17 19     1766.6
2011 12  1 17 30     1870.9
2011 12  1 17 39     1628.2
2011 12  1 17 50     1620.9
2011 12  1 18  0     1575.5
2011 12  1 18  9     1657.7
2011 12  1 18 20     1935.4
2011 12  1 18 29     1986.2
2011 12  1 18 40     2000.1
2011 12  1 18 49     1704.4
2011 12  1 19  0     1961.7
2011 12  1 19  9     1703.1
2011 12  1 19 20     1546.8
2011 12  1 19 30     1510.8
2011 12  1 19 39       1558
2011 12  1 19 50     1554.8
2011 12  1 19 59     1535.3
2011 12  1 20 10     1748.2
2011 12  1 20 19     1687.2
2011 12  1 20 30     1687.4
2011 12  1 20 39     1764.8
2011 12  1 20 50     1736.5
2011 12  1 21  0       1702
2011 12  1 21  9     1675.6
2011 12  1 21 20     1725.7
2011 12  1 21 29     1810.8
2011 12  1 21 40     1764.7
2011 12  1 21 49     1762.8
2011 12  1 22  0     1757.3
2011 12  1 22  9     1764.7
2011 12  1 22 20     1832.6
2011 12  1 22 30     1849.5
2011 12  1 22 39     1866.9
2011 12  1 22 50     1912.4
2011 12  1 22 59     1968.5
2011 12  1 23 10     1904.7
2011 12  1 23 19     1966.7
2011 12  1 23 30     1987.5
2011 12  1 23 39     2072.1
2011 12  1 23 50     2098.1
2011 12  2  0  0       2180
2011 12  2  0  9     2310.6
2011 12  2  0 20     2414.9
2011 12  2  0 29     2236.7
2011 12  2  0 40     2262.2
2011 12  2  0 49     2261.2
2011 12  2  1  0     2321.6
2011 12  2  1  9     2831.3
2011 12  2  1 20       2600
2011 12  2  1 30     3235.4
2011 12  2  1 39     3247.9
2011 12  2  1 50     3311.7
2011 12  2  1 59     3213.5
2011 12  2  2 10     3299.6
2011 12  2  2 19       3335
2011 12  2  2 30     3414.6
2011 12  2  2 39     3359.1
2011 12  2  2 50     3316.1
2011 12  2  3  0     3415.7
2011 12  2  3  9     3287.2
2011 12  2  3 20     3394.3
2011 12  2  3 29       3289
2011 12  2  3 40     3325.6
2011 12  2  3 49     3542.7
2011 12  2  4  0     3934.4
2011 12  2  4  9       4123
2011 12  2  4 20     3887.9
2011 12  2  4 30     3717.6
2011 12  2  4 39     3791.5
2011 12  2  4 50       3844
2011 12  2  4 59     3791.9
2011 12  2  5 10     3555.6
2011 12  2  5 19     3250.7
2011 12  2  5 30     3265.8
2011 12  2  5 39     3664.2
2011 12  2  5 50     4069.5
2011 12  2  6  0     4448.6
2011 12  2  6  9     6011.9
2011 12  2  6 20     5950.7
2011 12  2  6 29     4630.2
2011 12  2  6 40     4453.7
2011 12  2  6 49     3899.3
2011 12  2  7  0     3771.9
2011 12  2  7  9     3903.3
2011 12  2  7 20     4200.3
2011 12  2  7 30     4452.3
2011 12  2  7 39     4306.8
2011 12  2  7 50     4304.8
2011 12  2  7 59     4259.9
2011 12  2  8 10     4061.2
2011 12  2  8 19     4480.2
2011 12  2  8 30     4836.2
2011 12  2  8 39     5231.9
2011 12  2  8 50       5018
2011 12  2  9  0     5007.3
2011 12  2  9  9     4449.1
2011 12  2  9 20     4509.9
2011 12  2  9 29     4720.8
2011 12  2  9 40     5588.3
2011 12  2  9 49     5684.4
2011 12  2 10  0       5659
2011 12  2 10  9     5913.2
2011 12  2 10 20     5891.8
2011 12  2 10 30       5466
2011 12  2 10 39     5470.5
2011 12  2 10 50     5530.2
2011 12  2 10 59     5677.5
2011 12  2 11 10     5823.6
2011 12  2 11 19     5764.5
2011 12  2 11 30       5762
2011 12  2 11 39     5690.3
2011 12  2 11 50       5456
2011 12  2 12  0     5052.2
2011 12  2 14 10     5166.4
2011 12  2 14 19       4296
2011 12  2 14 30     4205.6
2011 12  2 14 39     4439.2
2011 12  2 14 50     4148.5
2011 12  2 15  0     4253.1
2011 12  2 15  9     4657.2
2011 12  2 15 20     4920.3
2011 12  2 15 29     4779.4
2011 12  2 15 40     5135.8
2011 12  2 15 49     5095.2
2011 12  2 16  0     5133.9
2011 12  2 16  9     5226.1
2011 12  2 16 20     4891.7
2011 12  2 16 30     4851.2
2011 12  2 16 39     4866.2
2011 12  2 16 50     5128.4
2011 12  2 16 59     5149.3
2011 12  2 17 10     5453.6
2011 12  2 17 19     5940.7
2011 12  2 17 30     6053.2
2011 12  2 17 39     6069.8
2011 12  2 17 50       5725
2011 12  2 18  0     5891.8
2011 12  2 18  9     6798.2
2011 12  2 18 20     6463.8
2011 12  2 18 29     5683.9
2011 12  2 18 40     6129.2
2011 12  2 18 49     6563.8
2011 12  2 19  0     8209.1
2011 12  2 19  9     7537.3
2011 12  2 19 20     8322.7
2011 12  2 19 30     9167.3
2011 12  2 19 39     8167.8
2011 12  2 19 50     7120.7
2011 12  2 19 59     7281.3
2011 12  2 20 10     8891.6
2011 12  2 20 19     8516.2
2011 12  2 20 30     8962.7
2011 12  2 20 39     8093.9
2011 12  2 20 50      10144
2011 12  2 21  0     7732.9
2011 12  2 21  9     8627.6
2011 12  2 21 20     8040.5
2011 12  2 21 29     8362.6
2011 12  2 21 40     7904.5
2011 12  2 21 49     8299.7
2011 12  2 22  0     8222.8
2011 12  2 22  9     7951.9
2011 12  2 22 20     7884.9
2011 12  2 22 30     7861.7
2011 12  2 22 39     8189.1
2011 12  2 22 50     8977.2
2011 12  2 22 59     8091.7
2011 12  2 23 10     7912.3
2011 12  2 23 19     8310.1
2011 12  2 23 30      10352
2011 12  2 23 39     9498.7
2011 12  2 23 50     9290.9
2011 12  3  0  0      10739
2011 12  3  0  9      10586
2011 12  3  0 20     9194.1
2011 12  3  0 29     8653.5
2011 12  3  0 40     8819.2
2011 12  3  0 49     8858.3
2011 12  3  1  0     9851.8
2011 12  3  1  9     9181.9
2011 12  3  1 20     8368.6
2011 12  3  1 30     6763.2
2011 12  3  1 39     6229.2
2011 12  3  1 50     5902.8
2011 12  3  1 59     5346.6
2011 12  3  2 10     4826.6
2011 12  3  2 19     4712.6
2011 12  3  2 30     4882.3
2011 12  3  2 39     4796.2
2011 12  3  2 50     5017.5
2011 12  3  3  0     5091.5
2011 12  3  3  9     5056.8
2011 12  3  3 20     5233.1
2011 12  3  3 29       5336
2011 12  3  3 40     5244.3
2011 12  3  3 49     5562.7
2011 12  3  4  0     5730.7
2011 12  3  4  9       5702
2011 12  3  4 20     5617.3
2011 12  3  4 30     5721.3
2011 12  3  4 39     6288.8
2011 12  3  4 50     6282.3
2011 12  3  4 59     6138.8
2011 12  3  5 10     6584.2
2011 12  3  5 19     6425.6
2011 12  3  5 30     6111.9
2011 12  3  5 39     5961.2
2011 12  3  5 50     5667.3
2011 12  3  6  0     5644.5
2011 12  3  6  9     5346.1
2011 12  3  6 20     5476.4
2011 12  3  6 29       5896
2011 12  3  6 40     5243.1
2011 12  3  6 49     5567.5
2011 12  3  7  0     5265.2
2011 12  3  7  9     5012.6
2011 12  3  7 20     5191.9
2011 12  3  7 30     6013.2
2011 12  3  7 39     5521.1
2011 12  3  7 50     5699.6
2011 12  3  7 59     5612.6
2011 12  3  8 10     5277.6
2011 12  3  8 19     5314.2
2011 12  3  8 30     5281.4
2011 12  3  8 39     4949.5
2011 12  3  8 50     5002.8
2011 12  3  9  0     4613.5
2011 12  3  9  9     4979.6
2011 12  3  9 20     5478.3
2011 12  3  9 29     4954.9
2011 12  3  9 40     5160.4
2011 12  3  9 49     5577.9
2011 12  3 10  0     5593.8
2011 12  3 10  9     6018.5
2011 12  3 10 20     5413.1
2011 12  3 10 30       5675
2011 12  3 10 39     5647.6
2011 12  3 10 50     5445.9
2011 12  3 10 59     6224.8
2011 12  3 11 10       5877
2011 12  3 11 19     6206.8
2011 12  3 11 30       6330
2011 12  3 11 39     5884.3
2011 12  3 11 50     5852.2
2011 12  3 12  0     5991.4
2011 12  3 12  9     5710.1
2011 12  3 12 20     5535.9
2011 12  3 12 29       5709
2011 12  3 12 40     5800.3
2011 12  3 12 49     5965.2
2011 12  3 13  0     5697.6
2011 12  3 13  9       5588
2011 12  3 13 20     5580.5
2011 12  3 13 30     6106.7
2011 12  3 13 39     6131.1
2011 12  3 13 50     5803.5
2011 12  3 13 59     5920.7
2011 12  3 14 10     6515.5
2011 12  3 14 19     6353.9
2011 12  3 14 30     6000.9
2011 12  3 14 39     6143.3
2011 12  3 14 50     5720.8
2011 12  3 15  0       5509
2011 12  3 15  9     5590.2
2011 12  3 15 20     5863.1
2011 12  3 15 29     5205.9
2011 12  3 15 40     5435.8
