date,hybrid,latitude,longitude,co,c5h8,no2,no,so2
2006-01-16,60,29.47,79.65,7.111616e-07,5.6835043e-09,2.599004e-08,4.1825277e-09,6.3201373e-09
2006-01-17,60,29.47,79.65,7.0305975e-07,5.7026974e-09,1.0688712e-08,3.5742045e-09,6.2437318e-09
2006-01-18,60,29.47,79.65,6.748318e-07,3.9618877e-09,1.132807e-08,2.121042e-09,6.249179e-09
2006-01-19,60,29.47,79.65,6.244588e-07,2.8217448e-09,1.2339878e-08,5.00529e-10,6.172693e-09
2006-01-20,60,29.47,79.65,5.766533e-07,2.5970206e-09,1.488358e-08,2.4145544e-10,6.0581278e-09
2006-01-21,60,29.47,79.65,5.31026e-07,2.209588e-09,1.0679672e-08,1.4350336e-10,5.6552425e-09
2006-01-22,60,29.47,79.65,5.977581e-07,2.5411635e-09,1.0721593e-08,2.4883903e-10,6.8081567e-09
2006-01-23,60,29.47,79.65,7.5978164e-07,3.936244e-09,1.529246e-08,6.360803e-10,6.8118884e-09
2006-01-24,60,29.47,79.65,7.375227e-07,3.89381e-09,1.824228e-08,7.895917e-10,6.120195e-09
2006-01-25,60,29.47,79.65,7.865176e-07,5.2313545e-09,1.2849707e-08,8.8413116e-10,6.769832e-09
2006-01-26,60,29.47,79.65,7.690421e-07,5.6165397e-09,1.3478536e-08,2.9129208e-09,5.9690346e-09
2006-01-27,60,29.47,79.65,7.941507e-07,5.3826077e-09,1.8156582e-08,6.205835e-10,6.6311667e-09
2006-01-28,60,29.47,79.65,9.640461e-07,6.5466015e-09,1.6489446e-08,2.1578408e-09,6.958653e-09
2006-01-29,60,29.47,79.65,8.215451e-07,5.0272426e-09,1.3958176e-08,1.3487874e-09,6.275703e-09
2006-01-30,60,29.47,79.65,7.7490546e-07,5.6248237e-09,1.279464e-08,4.9533994e-10,6.6233588e-09
2006-01-31,60,29.47,79.65,1.0038941e-06,7.979489e-09,1.8490644e-08,2.4552143e-09,6.8827846e-09
2006-02-01,60,29.47,79.65,8.385252e-07,7.144503e-09,1.09507345e-08,2.2202133e-09,6.361164e-09
2006-02-02,60,29.47,79.65,8.4119347e-07,6.7245116e-09,2.2392427e-08,2.4093685e-09,6.854429e-09
2006-02-03,60,29.47,79.65,8.76742e-07,6.823274e-09,2.1392461e-08,1.933203e-09,6.8651884e-09
2006-02-04,60,29.47,79.65,8.392492e-07,6.1301284e-09,1.957705e-08,1.4262131e-09,6.17569e-09
2006-02-05,60,29.47,79.65,9.589778e-07,7.534568e-09,2.0739686e-08,1.42112e-09,6.777453e-09
2006-02-06,60,29.47,79.65,1.144919e-06,7.890141e-09,2.6192396e-08,1.0977492e-09,7.1628468e-09
2006-02-07,60,29.47,79.65,1.1333806e-06,9.001168e-09,1.8977829e-08,9.858877e-10,6.9763844e-09
2006-02-08,60,29.47,79.65,1.0433179e-06,9.1247205e-09,1.9397246e-08,4.7533116e-10,6.6920607e-09
2006-02-09,60,29.47,79.65,9.965316e-07,1.2614047e-08,1.1520188e-08,2.9060523e-09,6.403785e-09
2006-02-10,60,29.47,79.65,8.0906636e-07,9.982719e-09,1.7696095e-08,3.2843364e-09,6.0458314e-09
2006-02-11,60,29.47,79.65,8.96575e-07,9.636286e-09,1.1259825e-08,1.3947262e-09,6.4656844e-09
2006-02-12,60,29.47,79.65,1.0152784e-06,1.04204405e-08,2.9278073e-08,1.1986429e-09,6.7603962e-09
2006-02-13,60,29.47,79.65,9.913707e-07,1.07344915e-08,2.7199661e-08,1.7058808e-09,6.536815e-09
2006-02-14,60,29.47,79.65,8.6819887e-07,1.0270702e-08,1.9784798e-08,2.923916e-09,6.0210272e-09
2006-02-15,60,29.47,79.65,6.12214e-07,1.0042857e-08,1.4660069e-08,1.1678111e-09,5.104126e-09
2006-02-16,60,29.47,79.65,5.701506e-07,7.374843e-09,2.0182036e-08,6.427009e-10,5.1425784e-09
2006-02-17,60,29.47,79.65,6.0301943e-07,6.584758e-09,1.6673326e-08,3.917474e-10,5.469862e-09
2006-02-18,60,29.47,79.65,7.090573e-07,8.639043e-09,1.2267497e-08,1.9559907e-09,6.1047083e-09
2006-02-19,60,29.47,79.65,7.0619e-07,8.802595e-09,2.0522041e-08,1.8267664e-09,6.0428014e-09
2006-02-20,60,29.47,79.65,6.5887934e-07,9.475925e-09,2.0981858e-08,1.8150865e-09,5.774834e-09
2006-02-21,60,29.47,79.65,5.295515e-07,5.9821947e-09,1.345518e-08,6.3221584e-10,5.0962e-09
2006-02-22,60,29.47,79.65,6.159157e-07,6.989416e-09,1.4922685e-08,1.1311239e-09,5.680381e-09
2006-02-23,60,29.47,79.65,5.554014e-07,6.4275882e-09,1.7420817e-08,5.4048066e-10,5.3837925e-09
2006-02-24,60,29.47,79.65,4.5049416e-07,5.2338742e-09,1.2622358e-08,2.4387967e-10,5.0062523e-09
2006-02-25,60,29.47,79.65,4.8630574e-07,6.8161508e-09,2.4991973e-08,5.294837e-10,5.212822e-09
2006-02-26,60,29.47,79.65,5.0951485e-07,8.7548235e-09,1.5896545e-08,1.4015189e-09,5.301767e-09
2006-02-27,60,29.47,79.65,4.7193691e-07,7.983298e-09,2.279395e-08,1.9757866e-09,4.813385e-09
2006-02-28,60,29.47,79.65,5.299513e-07,7.1049793e-09,1.0438229e-08,6.010234e-10,5.7386944e-09
2006-03-01,60,29.47,79.65,6.2502215e-07,8.891658e-09,1.1296848e-08,1.1659813e-09,6.26249e-09
2006-03-02,60,29.47,79.65,7.704169e-07,1.05510365e-08,1.528057e-08,2.5839517e-09,6.5912307e-09
2006-03-03,60,29.47,79.65,7.15289e-07,9.598204e-09,1.3079642e-08,1.9278326e-09,6.114299e-09
2006-03-04,60,29.47,79.65,6.191919e-07,8.612401e-09,1.957699e-08,7.956783e-10,5.941903e-09
2006-03-05,60,29.47,79.65,6.1479767e-07,9.339416e-09,1.2948763e-08,1.6254745e-09,6.0103433e-09
2006-03-06,60,29.47,79.65,6.529286e-07,1.3868913e-08,2.2593664e-08,3.0661687e-09,5.9293273e-09
2006-03-07,60,29.47,79.65,6.595355e-07,1.47826436e-08,1.641478e-08,3.1270302e-09,6.1976655e-09
