date,hybrid,latitude,longitude,co,c5h8,no2,no,so2
2003-01-01,60,61.85,24.29,2.2517256e-07,9.999992e-26,2.2226402e-08,1.4767123e-08,7.976916e-10
2003-01-02,60,61.85,24.29,2.434737e-07,9.9999946e-26,3.1464005e-08,2.1539178e-08,7.0788453e-10
2003-01-03,60,61.85,24.29,2.5258427e-07,9.999995e-26,3.058877e-08,2.1778543e-08,7.479595e-10
2003-01-04,60,61.85,24.29,2.0843233e-07,9.99999e-26,2.1326814e-08,3.1404117e-09,7.7966145e-10
2003-01-05,60,61.85,24.29,1.9423074e-07,9.9999946e-26,2.0656724e-08,1.5052941e-09,7.353607e-10
2003-01-06,60,61.85,24.29,1.9510806e-07,9.9999946e-26,2.0613637e-08,2.448133e-09,6.5570654e-10
2003-01-07,60,61.85,24.29,2.0696865e-07,9.99999e-26,2.98129e-08,4.1806576e-09,8.711245e-10
2003-01-08,60,61.85,24.29,1.904144e-07,9.99999e-26,1.9248395e-08,2.0455226e-09,7.9314477e-10
2003-01-09,60,61.85,24.29,1.67445e-07,9.9999946e-26,1.486796e-08,8.239206e-10,6.871904e-10
2003-01-10,60,61.85,24.29,1.9224066e-07,9.999996e-26,1.46496e-08,1.5771564e-09,6.832913e-10
2003-01-11,60,61.85,24.29,1.8445547e-07,9.99999e-26,1.4068079e-08,1.658704e-09,8.7834606e-10
2003-01-12,60,61.85,24.29,1.6910332e-07,9.99999e-26,1.2862461e-08,1.3187016e-09,6.5254246e-10
2003-01-13,60,61.85,24.29,1.5432504e-07,9.9999946e-26,5.3597002e-09,1.4366791e-10,6.3027444e-10
2003-01-14,60,61.85,24.29,1.7796206e-07,9.9999946e-26,1.9292516e-08,1.6086972e-09,1.2289201e-09
2003-01-15,60,61.85,24.29,1.9797154e-07,9.9999946e-26,2.4966907e-08,3.3197682e-09,1.2248076e-09
2003-01-16,60,61.85,24.29,1.5486695e-07,9.9999946e-26,5.5700733e-09,1.5980677e-10,7.6861834e-10
2003-01-17,60,61.85,24.29,1.6008643e-07,4.871825e-15,1.0711629e-08,5.503666e-10,7.34089e-10
2003-01-18,60,61.85,24.29,1.8292356e-07,4.7364933e-13,6.225265e-09,1.2646137e-10,8.5988616e-10
2003-01-19,60,61.85,24.29,1.5098537e-07,9.9999946e-26,4.93118e-09,1.5647808e-10,6.810776e-10
2003-01-20,60,61.85,24.29,1.6709193e-07,9.99999e-26,1.0335633e-08,3.187109e-10,8.0770035e-10
2003-01-21,60,61.85,24.29,2.655679e-07,3.2431393e-13,1.8080678e-08,6.5927963e-10,1.7229222e-09
2003-01-22,60,61.85,24.29,2.4441718e-07,5.3981295e-14,1.14770655e-08,2.5997127e-10,1.5591319e-09
2003-01-23,60,61.85,24.29,2.2053257e-07,1.11644784e-13,1.4572774e-08,5.0762056e-10,1.5566839e-09
2003-01-24,60,61.85,24.29,1.8513492e-07,9.9999946e-26,1.9502062e-08,2.4725357e-09,7.793769e-10
2003-01-25,60,61.85,24.29,1.8677552e-07,9.999992e-26,1.3528719e-08,2.3523385e-09,7.6939555e-10
2003-01-26,60,61.85,24.29,2.0956054e-07,2.9061576e-13,1.6981572e-08,8.9944274e-10,7.9317186e-10
2003-01-27,60,61.85,24.29,1.7212359e-07,9.999992e-26,8.5881915e-09,3.0772646e-10,6.250667e-10
2003-01-28,60,61.85,24.29,1.8014521e-07,9.999992e-26,1.4401923e-08,1.0897856e-09,7.154074e-10
2003-01-29,60,61.85,24.29,1.6848848e-07,9.9999946e-26,7.2511184e-09,5.251861e-10,5.3374527e-10
2003-01-30,60,61.85,24.29,1.7339357e-07,9.9999946e-26,1.0487705e-08,9.860955e-10,5.455096e-10
2003-01-31,60,61.85,24.29,1.8726915e-07,9.9999946e-26,1.3394111e-08,1.7901853e-09,5.729969e-10
2003-02-01,60,61.85,24.29,2.1917734e-07,9.999992e-26,2.213817e-08,1.4184037e-08,7.4541295e-10
2003-02-02,60,61.85,24.29,1.8342519e-07,1.4992074e-13,7.303679e-09,2.3239828e-10,7.133982e-10
2003-02-03,60,61.85,24.29,1.8500788e-07,9.9999946e-26,9.456559e-09,4.4956958e-10,1.2597718e-09
2003-02-04,60,61.85,24.29,1.9063592e-07,9.99999e-26,1.658369e-08,9.141573e-10,1.6456615e-09
2003-02-05,60,61.85,24.29,2.0848759e-07,6.622563e-15,2.7146548e-08,2.752346e-09,1.7247868e-09
2003-02-06,60,61.85,24.29,2.3122057e-07,2.2472206e-14,2.2956497e-08,8.440301e-09,1.1976666e-09
2003-02-07,60,61.85,24.29,2.4680665e-07,2.842171e-14,2.0807452e-08,1.5339323e-08,9.560344e-10
2003-02-08,60,61.85,24.29,2.5695815e-07,9.999992e-26,3.6379685e-08,2.0162204e-08,1.1207942e-09
2003-02-09,60,61.85,24.29,1.9590934e-07,1.986769e-14,1.2097484e-08,5.814703e-10,6.469212e-10
