date,step,hybrid,latitude,longitude,valid_time,u,v
2013-10-13 09:00:00,0 days,60.0,32.2,118.9,2013-10-13 09:00:00,-2.876075,1.1722485
2013-10-13 12:00:00,0 days,60.0,32.2,118.9,2013-10-13 12:00:00,-3.3013198,1.2033457
2013-10-13 15:00:00,0 days,60.0,32.2,118.9,2013-10-13 15:00:00,-2.9296432,1.724031
2013-10-13 18:00:00,0 days,60.0,32.2,118.9,2013-10-13 18:00:00,-2.391961,1.0425681
2013-10-13 21:00:00,0 days,60.0,32.2,118.9,2013-10-13 21:00:00,-2.3551633,0.16338176
2013-10-14 00:00:00,0 days,60.0,32.2,118.9,2013-10-14 00:00:00,-1.998354,-0.07954058
2013-10-14 03:00:00,0 days,60.0,32.2,118.9,2013-10-14 03:00:00,-1.8789568,0.7934898
2013-10-14 06:00:00,0 days,60.0,32.2,118.9,2013-10-14 06:00:00,-1.1515929,-0.8435148
2013-10-14 09:00:00,0 days,60.0,32.2,118.9,2013-10-14 09:00:00,-0.29523277,-2.286326
2013-10-14 12:00:00,0 days,60.0,32.2,118.9,2013-10-14 12:00:00,-0.8752817,-3.6996765
2013-10-14 15:00:00,0 days,60.0,32.2,118.9,2013-10-14 15:00:00,-1.4541297,-4.240018
2013-10-14 18:00:00,0 days,60.0,32.2,118.9,2013-10-14 18:00:00,-1.4945428,-5.836918
2013-10-14 21:00:00,0 days,60.0,32.2,118.9,2013-10-14 21:00:00,-1.47408,-6.0302
2013-10-15 00:00:00,0 days,60.0,32.2,118.9,2013-10-15 00:00:00,-1.2560666,-6.257915
2013-10-15 03:00:00,0 days,60.0,32.2,118.9,2013-10-15 03:00:00,-1.1377501,-6.5386906
2013-10-15 06:00:00,0 days,60.0,32.2,118.9,2013-10-15 06:00:00,-0.70188594,-5.980937
2013-10-15 09:00:00,0 days,60.0,32.2,118.9,2013-10-15 09:00:00,-0.5696844,-4.261444
2013-10-15 12:00:00,0 days,60.0,32.2,118.9,2013-10-15 12:00:00,-0.28066024,-2.9911351
2013-10-15 15:00:00,0 days,60.0,32.2,118.9,2013-10-15 15:00:00,0.12629576,-2.5336366
2013-10-15 18:00:00,0 days,60.0,32.2,118.9,2013-10-15 18:00:00,0.45826423,-2.6028273
2013-10-15 21:00:00,0 days,60.0,32.2,118.9,2013-10-15 21:00:00,0.13034686,-2.6112516
2013-10-16 00:00:00,0 days,60.0,32.2,118.9,2013-10-16 00:00:00,-0.10379148,-2.495625
2013-10-16 03:00:00,0 days,60.0,32.2,118.9,2013-10-16 03:00:00,-0.43625572,-2.159686
2013-10-16 06:00:00,0 days,60.0,32.2,118.9,2013-10-16 06:00:00,-0.038602844,-2.1448224
2013-10-16 09:00:00,0 days,60.0,32.2,118.9,2013-10-16 09:00:00,-0.09892344,-1.8558462
2013-10-16 12:00:00,0 days,60.0,32.2,118.9,2013-10-16 12:00:00,-0.39733106,-1.4212186
2013-10-16 15:00:00,0 days,60.0,32.2,118.9,2013-10-16 15:00:00,-0.3417522,-1.4236751
2013-10-16 18:00:00,0 days,60.0,32.2,118.9,2013-10-16 18:00:00,-0.48378396,-1.4447359
2013-10-16 21:00:00,0 days,60.0,32.2,118.9,2013-10-16 21:00:00,-1.0628425,-1.1717986
2013-10-17 00:00:00,0 days,60.0,32.2,118.9,2013-10-17 00:00:00,-1.0875942,-0.9187664
2013-10-17 03:00:00,0 days,60.0,32.2,118.9,2013-10-17 03:00:00,-0.9980329,-0.90990174
2013-10-17 06:00:00,0 days,60.0,32.2,118.9,2013-10-17 06:00:00,-1.5137973,-0.32075697
2013-10-17 09:00:00,0 days,60.0,32.2,118.9,2013-10-17 09:00:00,-1.1366218,-0.42275828
2013-10-17 12:00:00,0 days,60.0,32.2,118.9,2013-10-17 12:00:00,-1.4615829,-0.6783798
2013-10-17 15:00:00,0 days,60.0,32.2,118.9,2013-10-17 15:00:00,-1.5681792,-0.7895174
2013-10-17 18:00:00,0 days,60.0,32.2,118.9,2013-10-17 18:00:00,-1.4647896,-0.95560634
2013-10-17 21:00:00,0 days,60.0,32.2,118.9,2013-10-17 21:00:00,-1.6395069,-1.0664663
2013-10-18 00:00:00,0 days,60.0,32.2,118.9,2013-10-18 00:00:00,-1.8233696,-1.1242176
2013-10-18 03:00:00,0 days,60.0,32.2,118.9,2013-10-18 03:00:00,-3.3058739,-0.40433097
2013-10-18 06:00:00,0 days,60.0,32.2,118.9,2013-10-18 06:00:00,-2.4280074,0.4428247
2013-10-18 09:00:00,0 days,60.0,32.2,118.9,2013-10-18 09:00:00,-1.5048637,-0.22195691
2013-10-18 12:00:00,0 days,60.0,32.2,118.9,2013-10-18 12:00:00,-1.8018064,-0.18049586
2013-10-18 15:00:00,0 days,60.0,32.2,118.9,2013-10-18 15:00:00,-1.740493,-0.4555961
2013-10-18 18:00:00,0 days,60.0,32.2,118.9,2013-10-18 18:00:00,-1.8290149,-0.47270322
2013-10-18 21:00:00,0 days,60.0,32.2,118.9,2013-10-18 21:00:00,-1.6286173,-0.7583845
2013-10-19 00:00:00,0 days,60.0,32.2,118.9,2013-10-19 00:00:00,-1.0974158,-0.7696485
2013-10-19 03:00:00,0 days,60.0,32.2,118.9,2013-10-19 03:00:00,-1.4930687,-0.3785506
2013-10-19 06:00:00,0 days,60.0,32.2,118.9,2013-10-19 06:00:00,-1.1151736,-0.44192266
2013-10-19 09:00:00,0 days,60.0,32.2,118.9,2013-10-19 09:00:00,-1.2271404,-0.62517214
2013-10-19 12:00:00,0 days,60.0,32.2,118.9,2013-10-19 12:00:00,-1.3678871,-0.38317114
2013-10-19 15:00:00,0 days,60.0,32.2,118.9,2013-10-19 15:00:00,-1.1229122,-0.75478685
2013-10-19 18:00:00,0 days,60.0,32.2,118.9,2013-10-19 18:00:00,-0.6318002,-1.1348938
2013-10-19 21:00:00,0 days,60.0,32.2,118.9,2013-10-19 21:00:00,-0.05268171,-1.4681038
2013-10-20 00:00:00,0 days,60.0,32.2,118.9,2013-10-20 00:00:00,0.26293337,-1.2767906
2013-10-20 03:00:00,0 days,60.0,32.2,118.9,2013-10-20 03:00:00,-0.23829934,-2.842718
2013-10-20 06:00:00,0 days,60.0,32.2,118.9,2013-10-20 06:00:00,0.2552196,-2.918209
2013-10-20 09:00:00,0 days,60.0,32.2,118.9,2013-10-20 09:00:00,0.23654664,-2.2937226
2013-10-20 12:00:00,0 days,60.0,32.2,118.9,2013-10-20 12:00:00,-0.6842242,-2.6013026
2013-10-20 15:00:00,0 days,60.0,32.2,118.9,2013-10-20 15:00:00,-1.1368213,-2.3401117
2013-10-20 18:00:00,0 days,60.0,32.2,118.9,2013-10-20 18:00:00,-1.0269715,-2.08727
2013-10-20 21:00:00,0 days,60.0,32.2,118.9,2013-10-20 21:00:00,-0.8908023,-1.9438729
2013-10-21 00:00:00,0 days,60.0,32.2,118.9,2013-10-21 00:00:00,-0.57807857,-1.5296628
2013-10-21 03:00:00,0 days,60.0,32.2,118.9,2013-10-21 03:00:00,-0.93616813,-1.8605051
2013-10-21 06:00:00,0 days,60.0,32.2,118.9,2013-10-21 06:00:00,-0.34640366,-2.4988024
2013-10-21 09:00:00,0 days,60.0,32.2,118.9,2013-10-21 09:00:00,-0.6483137,-1.7879574
2013-10-21 12:00:00,0 days,60.0,32.2,118.9,2013-10-21 12:00:00,-1.1485817,-2.1805437
2013-10-21 15:00:00,0 days,60.0,32.2,118.9,2013-10-21 15:00:00,-1.3998529,-1.8275545
2013-10-21 18:00:00,0 days,60.0,32.2,118.9,2013-10-21 18:00:00,-1.1996839,-1.848836
2013-10-21 21:00:00,0 days,60.0,32.2,118.9,2013-10-21 21:00:00,-0.7579198,-1.7809162
2013-10-22 00:00:00,0 days,60.0,32.2,118.9,2013-10-22 00:00:00,-0.31127745,-1.5773493
