date,step,hybrid,latitude,longitude,valid_time,u,v
2009-06-26 15:00:00,0 days,60.0,60.8,89.35,2009-06-26 15:00:00,1.4417012,0.22814184
2009-06-26 18:00:00,0 days,60.0,60.8,89.35,2009-06-26 18:00:00,1.2918329,-0.60614836
2009-06-26 21:00:00,0 days,60.0,60.8,89.35,2009-06-26 21:00:00,1.4932686,1.1332562
2009-06-27 00:00:00,0 days,60.0,60.8,89.35,2009-06-27 00:00:00,1.8707535,1.0281565
2009-06-27 03:00:00,0 days,60.0,60.8,89.35,2009-06-27 03:00:00,2.016688,1.1801691
2009-06-27 06:00:00,0 days,60.0,60.8,89.35,2009-06-27 06:00:00,2.258515,1.6527617
2009-06-27 09:00:00,0 days,60.0,60.8,89.35,2009-06-27 09:00:00,2.7846591,2.3203292
2009-06-27 12:00:00,0 days,60.0,60.8,89.35,2009-06-27 12:00:00,1.9654264,2.0642967
2009-06-27 15:00:00,0 days,60.0,60.8,89.35,2009-06-27 15:00:00,1.7865394,1.8086925
2009-06-27 18:00:00,0 days,60.0,60.8,89.35,2009-06-27 18:00:00,1.2537385,2.2926376
2009-06-27 21:00:00,0 days,60.0,60.8,89.35,2009-06-27 21:00:00,1.0406814,2.3946588
2009-06-28 00:00:00,0 days,60.0,60.8,89.35,2009-06-28 00:00:00,0.6939063,2.5439322
2009-06-28 03:00:00,0 days,60.0,60.8,89.35,2009-06-28 03:00:00,2.618845,3.8134258
2009-06-28 06:00:00,0 days,60.0,60.8,89.35,2009-06-28 06:00:00,2.125752,3.542253
2009-06-28 09:00:00,0 days,60.0,60.8,89.35,2009-06-28 09:00:00,1.9404165,2.4293354
2009-06-28 12:00:00,0 days,60.0,60.8,89.35,2009-06-28 12:00:00,1.8227504,0.6172723
2009-06-28 15:00:00,0 days,60.0,60.8,89.35,2009-06-28 15:00:00,0.7433765,0.44094676
2009-06-28 18:00:00,0 days,60.0,60.8,89.35,2009-06-28 18:00:00,0.27929276,-0.0589208
2009-06-28 21:00:00,0 days,60.0,60.8,89.35,2009-06-28 21:00:00,0.49885792,-0.41376954
2009-06-29 00:00:00,0 days,60.0,60.8,89.35,2009-06-29 00:00:00,-0.19349402,-0.095956594
2009-06-29 03:00:00,0 days,60.0,60.8,89.35,2009-06-29 03:00:00,0.28677678,0.40349996
2009-06-29 06:00:00,0 days,60.0,60.8,89.35,2009-06-29 06:00:00,0.963539,0.83204025
2009-06-29 09:00:00,0 days,60.0,60.8,89.35,2009-06-29 09:00:00,1.7362931,0.97364414
2009-06-29 12:00:00,0 days,60.0,60.8,89.35,2009-06-29 12:00:00,0.9783187,0.92680454
2009-06-29 15:00:00,0 days,60.0,60.8,89.35,2009-06-29 15:00:00,0.78899974,1.4378536
2009-06-29 18:00:00,0 days,60.0,60.8,89.35,2009-06-29 18:00:00,1.4206824,1.482156
2009-06-29 21:00:00,0 days,60.0,60.8,89.35,2009-06-29 21:00:00,1.5443888,1.3850249
2009-06-30 00:00:00,0 days,60.0,60.8,89.35,2009-06-30 00:00:00,1.7859378,1.794857
2009-06-30 03:00:00,0 days,60.0,60.8,89.35,2009-06-30 03:00:00,3.3758109,2.219864
2009-06-30 06:00:00,0 days,60.0,60.8,89.35,2009-06-30 06:00:00,2.9995563,2.436307
2009-06-30 09:00:00,0 days,60.0,60.8,89.35,2009-06-30 09:00:00,3.0690713,2.107482
2009-06-30 12:00:00,0 days,60.0,60.8,89.35,2009-06-30 12:00:00,1.8211966,1.3657738
2009-06-30 15:00:00,0 days,60.0,60.8,89.35,2009-06-30 15:00:00,-1.4442168,1.6006442
2009-06-30 18:00:00,0 days,60.0,60.8,89.35,2009-06-30 18:00:00,-1.9705572,1.8174111
2009-06-30 21:00:00,0 days,60.0,60.8,89.35,2009-06-30 21:00:00,-2.6283004,2.9871228
2009-07-01 00:00:00,0 days,60.0,60.8,89.35,2009-07-01 00:00:00,-2.3309395,3.8167899
2009-07-01 03:00:00,0 days,60.0,60.8,89.35,2009-07-01 03:00:00,-0.15469551,4.2601624
2009-07-01 06:00:00,0 days,60.0,60.8,89.35,2009-07-01 06:00:00,1.3769248,4.893458
2009-07-01 09:00:00,0 days,60.0,60.8,89.35,2009-07-01 09:00:00,0.68202865,4.753057
2009-07-01 12:00:00,0 days,60.0,60.8,89.35,2009-07-01 12:00:00,0.8340044,2.4820323
2009-07-01 15:00:00,0 days,60.0,60.8,89.35,2009-07-01 15:00:00,2.0774837,3.3375387
2009-07-01 18:00:00,0 days,60.0,60.8,89.35,2009-07-01 18:00:00,1.8003972,3.664031
2009-07-01 21:00:00,0 days,60.0,60.8,89.35,2009-07-01 21:00:00,1.8476177,3.661397
2009-07-02 00:00:00,0 days,60.0,60.8,89.35,2009-07-02 00:00:00,4.42488,5.2899113
2009-07-02 03:00:00,0 days,60.0,60.8,89.35,2009-07-02 03:00:00,3.2614028,4.0094604
2009-07-02 06:00:00,0 days,60.0,60.8,89.35,2009-07-02 06:00:00,2.3018458,3.7628078
2009-07-02 09:00:00,0 days,60.0,60.8,89.35,2009-07-02 09:00:00,2.6977036,2.9941556
2009-07-02 12:00:00,0 days,60.0,60.8,89.35,2009-07-02 12:00:00,2.3938818,2.3119292
2009-07-02 15:00:00,0 days,60.0,60.8,89.35,2009-07-02 15:00:00,0.5530461,2.0192666
2009-07-02 18:00:00,0 days,60.0,60.8,89.35,2009-07-02 18:00:00,0.37115988,2.2832456
2009-07-02 21:00:00,0 days,60.0,60.8,89.35,2009-07-02 21:00:00,0.10820602,2.2873464
2009-07-03 00:00:00,0 days,60.0,60.8,89.35,2009-07-03 00:00:00,0.08431937,1.9870002
2009-07-03 03:00:00,0 days,60.0,60.8,89.35,2009-07-03 03:00:00,2.0268738,3.0956705
2009-07-03 06:00:00,0 days,60.0,60.8,89.35,2009-07-03 06:00:00,1.4397656,2.061068
2009-07-03 09:00:00,0 days,60.0,60.8,89.35,2009-07-03 09:00:00,1.2707691,2.1688201
2009-07-03 12:00:00,0 days,60.0,60.8,89.35,2009-07-03 12:00:00,1.1814954,2.0096893
2009-07-03 15:00:00,0 days,60.0,60.8,89.35,2009-07-03 15:00:00,-0.044686075,1.5334623
2009-07-03 18:00:00,0 days,60.0,60.8,89.35,2009-07-03 18:00:00,-0.5536059,1.722987
2009-07-03 21:00:00,0 days,60.0,60.8,89.35,2009-07-03 21:00:00,-0.49245942,2.064724
2009-07-04 00:00:00,0 days,60.0,60.8,89.35,2009-07-04 00:00:00,-0.016473994,2.4182284
2009-07-04 03:00:00,0 days,60.0,60.8,89.35,2009-07-04 03:00:00,0.6689868,2.2877076
2009-07-04 06:00:00,0 days,60.0,60.8,89.35,2009-07-04 06:00:00,1.0242182,1.9386688
2009-07-04 09:00:00,0 days,60.0,60.8,89.35,2009-07-04 09:00:00,1.7232072,1.1545122
2009-07-04 12:00:00,0 days,60.0,60.8,89.35,2009-07-04 12:00:00,1.5660836,-0.2975549
2009-07-04 15:00:00,0 days,60.0,60.8,89.35,2009-07-04 15:00:00,-0.2784644,-1.2358348
2009-07-04 18:00:00,0 days,60.0,60.8,89.35,2009-07-04 18:00:00,-1.1086335,-0.66501474
2009-07-04 21:00:00,0 days,60.0,60.8,89.35,2009-07-04 21:00:00,-0.9031188,-0.35680097
2009-07-05 00:00:00,0 days,60.0,60.8,89.35,2009-07-05 00:00:00,-0.72616476,-0.3601562
2009-07-05 03:00:00,0 days,60.0,60.8,89.35,2009-07-05 03:00:00,-1.0273815,-0.3461515
2009-07-05 06:00:00,0 days,60.0,60.8,89.35,2009-07-05 06:00:00,-1.1914974,0.21296312
2009-07-05 09:00:00,0 days,60.0,60.8,89.35,2009-07-05 09:00:00,-1.45826,0.49627632
2009-07-05 12:00:00,0 days,60.0,60.8,89.35,2009-07-05 12:00:00,-1.4075285,0.024501473
2009-07-05 15:00:00,0 days,60.0,60.8,89.35,2009-07-05 15:00:00,-2.2610357,-0.40751266
2009-07-05 18:00:00,0 days,60.0,60.8,89.35,2009-07-05 18:00:00,-2.3207612,-0.0719344
2009-07-05 21:00:00,0 days,60.0,60.8,89.35,2009-07-05 21:00:00,-2.3624213,0.14147767
2009-07-06 00:00:00,0 days,60.0,60.8,89.35,2009-07-06 00:00:00,-1.9747858,0.48777333
2009-07-06 03:00:00,0 days,60.0,60.8,89.35,2009-07-06 03:00:00,-2.3577461,1.1613202
2009-07-06 06:00:00,0 days,60.0,60.8,89.35,2009-07-06 06:00:00,-2.691768,2.4175475
2009-07-06 09:00:00,0 days,60.0,60.8,89.35,2009-07-06 09:00:00,-2.2115505,2.321374
2009-07-06 12:00:00,0 days,60.0,60.8,89.35,2009-07-06 12:00:00,-1.215857,1.1064682
2009-07-06 15:00:00,0 days,60.0,60.8,89.35,2009-07-06 15:00:00,-0.58433676,0.47604838
2009-07-06 18:00:00,0 days,60.0,60.8,89.35,2009-07-06 18:00:00,-0.7650578,0.076491706
2009-07-06 21:00:00,0 days,60.0,60.8,89.35,2009-07-06 21:00:00,-1.4000669,-0.2967426
2009-07-07 00:00:00,0 days,60.0,60.8,89.35,2009-07-07 00:00:00,-0.82601094,0.05508864
2009-07-07 03:00:00,0 days,60.0,60.8,89.35,2009-07-07 03:00:00,-0.7801014,0.38822302
2009-07-07 06:00:00,0 days,60.0,60.8,89.35,2009-07-07 06:00:00,-0.8397795,0.56568706
2009-07-07 09:00:00,0 days,60.0,60.8,89.35,2009-07-07 09:00:00,-0.71874315,0.85642534
2009-07-07 12:00:00,0 days,60.0,60.8,89.35,2009-07-07 12:00:00,0.27764207,-0.4360252
2009-07-07 15:00:00,0 days,60.0,60.8,89.35,2009-07-07 15:00:00,0.32196435,-1.5054996
2009-07-07 18:00:00,0 days,60.0,60.8,89.35,2009-07-07 18:00:00,-0.66823065,-1.7215925
2009-07-07 21:00:00,0 days,60.0,60.8,89.35,2009-07-07 21:00:00,-1.0400164,-1.3616513
2009-07-08 00:00:00,0 days,60.0,60.8,89.35,2009-07-08 00:00:00,-0.73645544,-0.7334933
2009-07-08 03:00:00,0 days,60.0,60.8,89.35,2009-07-08 03:00:00,-1.0623481,-0.5531026
2009-07-08 06:00:00,0 days,60.0,60.8,89.35,2009-07-08 06:00:00,-1.5095077,-0.7136673
2009-07-08 09:00:00,0 days,60.0,60.8,89.35,2009-07-08 09:00:00,-1.1972693,-1.0941175
2009-07-08 12:00:00,0 days,60.0,60.8,89.35,2009-07-08 12:00:00,-0.5133528,-1.6963098
2009-07-08 15:00:00,0 days,60.0,60.8,89.35,2009-07-08 15:00:00,-1.6958368,-1.7269746
2009-07-08 18:00:00,0 days,60.0,60.8,89.35,2009-07-08 18:00:00,-1.7548484,-1.0602456
2009-07-08 21:00:00,0 days,60.0,60.8,89.35,2009-07-08 21:00:00,-1.7124152,-1.1421976
2009-07-09 00:00:00,0 days,60.0,60.8,89.35,2009-07-09 00:00:00,-2.0842679,-0.48159033
2009-07-09 03:00:00,0 days,60.0,60.8,89.35,2009-07-09 03:00:00,-2.3372705,0.5449958
2009-07-09 06:00:00,0 days,60.0,60.8,89.35,2009-07-09 06:00:00,-1.2558849,1.6335635
2009-07-09 09:00:00,0 days,60.0,60.8,89.35,2009-07-09 09:00:00,-2.055526,1.3986008
2009-07-09 12:00:00,0 days,60.0,60.8,89.35,2009-07-09 12:00:00,-2.0462537,0.59090436
2009-07-09 15:00:00,0 days,60.0,60.8,89.35,2009-07-09 15:00:00,-2.0760136,0.59557736
2009-07-09 18:00:00,0 days,60.0,60.8,89.35,2009-07-09 18:00:00,-2.3471658,0.46526098
2009-07-09 21:00:00,0 days,60.0,60.8,89.35,2009-07-09 21:00:00,-2.373782,0.7716982
2009-07-10 00:00:00,0 days,60.0,60.8,89.35,2009-07-10 00:00:00,-1.772887,0.3598901
2009-07-10 03:00:00,0 days,60.0,60.8,89.35,2009-07-10 03:00:00,-2.227971,0.8258956
2009-07-10 06:00:00,0 days,60.0,60.8,89.35,2009-07-10 06:00:00,-2.4912202,0.851594
2009-07-10 09:00:00,0 days,60.0,60.8,89.35,2009-07-10 09:00:00,-2.5020585,0.38059404
2009-07-10 12:00:00,0 days,60.0,60.8,89.35,2009-07-10 12:00:00,-1.7778682,-0.3247726
2009-07-10 15:00:00,0 days,60.0,60.8,89.35,2009-07-10 15:00:00,-2.113015,-0.2742561
2009-07-10 18:00:00,0 days,60.0,60.8,89.35,2009-07-10 18:00:00,-1.9626678,-0.08308104
2009-07-10 21:00:00,0 days,60.0,60.8,89.35,2009-07-10 21:00:00,-1.8418453,-0.18494874
2009-07-11 00:00:00,0 days,60.0,60.8,89.35,2009-07-11 00:00:00,-1.2139843,-0.2583578
2009-07-11 03:00:00,0 days,60.0,60.8,89.35,2009-07-11 03:00:00,-1.8925563,0.2463409
