date,step,hybrid,latitude,longitude,valid_time,u,v
2005-01-01 00:00:00,0 days,60.0,53.32,-9.88,2005-01-01 00:00:00,7.0161796,4.296178
2005-01-01 03:00:00,0 days,60.0,53.32,-9.88,2005-01-01 03:00:00,4.9474955,8.275078
2005-01-01 06:00:00,0 days,60.0,53.32,-9.88,2005-01-01 06:00:00,5.487383,11.536042
2005-01-01 09:00:00,0 days,60.0,53.32,-9.88,2005-01-01 09:00:00,8.3351,11.222315
2005-01-01 12:00:00,0 days,60.0,53.32,-9.88,2005-01-01 12:00:00,13.844777,1.2640518
2005-01-01 15:00:00,0 days,60.0,53.32,-9.88,2005-01-01 15:00:00,15.958438,0.9788871
2005-01-01 18:00:00,0 days,60.0,53.32,-9.88,2005-01-01 18:00:00,16.10435,-4.546618
2005-01-01 21:00:00,0 days,60.0,53.32,-9.88,2005-01-01 21:00:00,13.419566,-4.6555357
2005-01-02 00:00:00,0 days,60.0,53.32,-9.88,2005-01-02 00:00:00,13.376779,-3.0117898
2005-01-02 03:00:00,0 days,60.0,53.32,-9.88,2005-01-02 03:00:00,12.557024,-3.1345642
2005-01-02 06:00:00,0 days,60.0,53.32,-9.88,2005-01-02 06:00:00,12.464208,-3.0643818
2005-01-02 09:00:00,0 days,60.0,53.32,-9.88,2005-01-02 09:00:00,11.864485,-2.9890122
2005-01-02 12:00:00,0 days,60.0,53.32,-9.88,2005-01-02 12:00:00,10.465076,-2.9368274
2005-01-02 15:00:00,0 days,60.0,53.32,-9.88,2005-01-02 15:00:00,9.5919075,0.0699344
2005-01-02 18:00:00,0 days,60.0,53.32,-9.88,2005-01-02 18:00:00,9.246797,1.6998384
2005-01-02 21:00:00,0 days,60.0,53.32,-9.88,2005-01-02 21:00:00,9.434462,0.3952545
2005-01-03 00:00:00,0 days,60.0,53.32,-9.88,2005-01-03 00:00:00,8.90663,2.4776938
2005-01-03 03:00:00,0 days,60.0,53.32,-9.88,2005-01-03 03:00:00,7.339147,4.7612553
2005-01-03 06:00:00,0 days,60.0,53.32,-9.88,2005-01-03 06:00:00,7.179106,6.5829687
2005-01-03 09:00:00,0 days,60.0,53.32,-9.88,2005-01-03 09:00:00,7.0402036,8.443061
2005-01-03 12:00:00,0 days,60.0,53.32,-9.88,2005-01-03 12:00:00,5.7917123,9.277222
2005-01-03 15:00:00,0 days,60.0,53.32,-9.88,2005-01-03 15:00:00,5.8461885,11.001865
2005-01-03 18:00:00,0 days,60.0,53.32,-9.88,2005-01-03 18:00:00,5.620847,12.863088
2005-01-03 21:00:00,0 days,60.0,53.32,-9.88,2005-01-03 21:00:00,5.8042936,14.417626
2005-01-04 00:00:00,0 days,60.0,53.32,-9.88,2005-01-04 00:00:00,6.0108366,15.426242
2005-01-04 03:00:00,0 days,60.0,53.32,-9.88,2005-01-04 03:00:00,12.219055,10.846563
2005-01-04 06:00:00,0 days,60.0,53.32,-9.88,2005-01-04 06:00:00,10.418542,-1.6801792
2005-01-04 09:00:00,0 days,60.0,53.32,-9.88,2005-01-04 09:00:00,9.9153385,-0.23265506
2005-01-04 12:00:00,0 days,60.0,53.32,-9.88,2005-01-04 12:00:00,9.204717,2.7395873
2005-01-04 15:00:00,0 days,60.0,53.32,-9.88,2005-01-04 15:00:00,11.353544,1.765391
2005-01-04 18:00:00,0 days,60.0,53.32,-9.88,2005-01-04 18:00:00,9.806335,3.14683
2005-01-04 21:00:00,0 days,60.0,53.32,-9.88,2005-01-04 21:00:00,8.478228,5.3921537
2005-01-05 00:00:00,0 days,60.0,53.32,-9.88,2005-01-05 00:00:00,8.519451,7.044622
2005-01-05 03:00:00,0 days,60.0,53.32,-9.88,2005-01-05 03:00:00,7.281354,9.302389
2005-01-05 06:00:00,0 days,60.0,53.32,-9.88,2005-01-05 06:00:00,8.138981,11.722268
2005-01-05 09:00:00,0 days,60.0,53.32,-9.88,2005-01-05 09:00:00,11.371594,10.4960785
2005-01-05 12:00:00,0 days,60.0,53.32,-9.88,2005-01-05 12:00:00,11.889542,5.8626204
2005-01-05 15:00:00,0 days,60.0,53.32,-9.88,2005-01-05 15:00:00,10.393927,-1.1214632
2005-01-05 18:00:00,0 days,60.0,53.32,-9.88,2005-01-05 18:00:00,8.164864,0.016416462
2005-01-05 21:00:00,0 days,60.0,53.32,-9.88,2005-01-05 21:00:00,7.929088,1.8124077
2005-01-06 00:00:00,0 days,60.0,53.32,-9.88,2005-01-06 00:00:00,6.100493,3.5300689
2005-01-06 03:00:00,0 days,60.0,53.32,-9.88,2005-01-06 03:00:00,6.5131283,7.362442
2005-01-06 06:00:00,0 days,60.0,53.32,-9.88,2005-01-06 06:00:00,7.0222354,10.841257
2005-01-06 09:00:00,0 days,60.0,53.32,-9.88,2005-01-06 09:00:00,8.094803,10.311094
2005-01-06 12:00:00,0 days,60.0,53.32,-9.88,2005-01-06 12:00:00,8.145642,10.909772
2005-01-06 15:00:00,0 days,60.0,53.32,-9.88,2005-01-06 15:00:00,6.9262114,11.871086
2005-01-06 18:00:00,0 days,60.0,53.32,-9.88,2005-01-06 18:00:00,6.696127,12.395858
2005-01-06 21:00:00,0 days,60.0,53.32,-9.88,2005-01-06 21:00:00,7.8153186,12.843877
2005-01-07 00:00:00,0 days,60.0,53.32,-9.88,2005-01-07 00:00:00,7.9506264,14.013326
2005-01-07 03:00:00,0 days,60.0,53.32,-9.88,2005-01-07 03:00:00,11.007668,10.652205
2005-01-07 06:00:00,0 days,60.0,53.32,-9.88,2005-01-07 06:00:00,9.939318,6.5849075
2005-01-07 09:00:00,0 days,60.0,53.32,-9.88,2005-01-07 09:00:00,7.261646,5.4396796
