date,step,hybrid,latitude,longitude,valid_time,u,v
2012-01-01 00:00:00,0 days,60.0,82.492,-62.508,2012-01-01 00:00:00,1.9809676,1.4032259
2012-01-01 03:00:00,0 days,60.0,82.492,-62.508,2012-01-01 03:00:00,1.3952712,1.4445075
2012-01-01 06:00:00,0 days,60.0,82.492,-62.508,2012-01-01 06:00:00,1.1257192,0.84746724
2012-01-01 09:00:00,0 days,60.0,82.492,-62.508,2012-01-01 09:00:00,0.7158023,0.23482902
2012-01-01 12:00:00,0 days,60.0,82.492,-62.508,2012-01-01 12:00:00,1.4641495,-0.7672931
2012-01-01 15:00:00,0 days,60.0,82.492,-62.508,2012-01-01 15:00:00,0.061039723,-0.68611246
2012-01-01 18:00:00,0 days,60.0,82.492,-62.508,2012-01-01 18:00:00,0.31120482,-0.84808904
2012-01-01 21:00:00,0 days,60.0,82.492,-62.508,2012-01-01 21:00:00,0.17235258,-1.319817
2012-01-02 00:00:00,0 days,60.0,82.492,-62.508,2012-01-02 00:00:00,0.9574651,-1.3710952
2012-01-02 03:00:00,0 days,60.0,82.492,-62.508,2012-01-02 03:00:00,0.60636073,-1.5303711
2012-01-02 06:00:00,0 days,60.0,82.492,-62.508,2012-01-02 06:00:00,0.4171345,-1.414519
2012-01-02 09:00:00,0 days,60.0,82.492,-62.508,2012-01-02 09:00:00,0.13455765,-1.3301682
2012-01-02 12:00:00,0 days,60.0,82.492,-62.508,2012-01-02 12:00:00,1.1546384,-1.8330994
2012-01-02 15:00:00,0 days,60.0,82.492,-62.508,2012-01-02 15:00:00,0.5199994,-2.103592
2012-01-02 18:00:00,0 days,60.0,82.492,-62.508,2012-01-02 18:00:00,0.16049215,-2.2950695
2012-01-02 21:00:00,0 days,60.0,82.492,-62.508,2012-01-02 21:00:00,0.045917854,-2.6766007
2012-01-03 00:00:00,0 days,60.0,82.492,-62.508,2012-01-03 00:00:00,0.6791242,-3.1797292
2012-01-03 03:00:00,0 days,60.0,82.492,-62.508,2012-01-03 03:00:00,0.21401504,-3.2785125
2012-01-03 06:00:00,0 days,60.0,82.492,-62.508,2012-01-03 06:00:00,0.19737053,-3.2708163
